date,symbol,subject,details,category,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,classify_source
23-Aug-2026 12:04:14,TEXINFRA,Copy of Newspaper Publication,Texmaco Infrastructure & Holdings Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,0.0,0,False,False,0,none
23-Aug-2026 12:22:17,DHARAN,Updates,DHARAN INFRA-EPC LIMITED has informed the Exchange regarding 'Ongoing submission of information with SEBI'.,Updates,-0.7,2,True,True,12,keyword
23-Aug-2026 12:27:56,GUJTHEM,Amendment to AOA/MOA,Gujarat Themis Biosyn Limited has informed the Exchange regarding the Amendment to AOA/MOA of the company.,Amendment to AOA/MOA,0.0,0,False,False,0,none
23-Aug-2026 12:39:12,ZYDUSLIFE,Investor Presentation,Zydus Lifesciences Limited has informed the Exchange about Investor Presentation,Investor Presentation,0.0,0,False,False,0,none
23-Aug-2026 13:23:30,PRITI,Outcome of Board Meeting,"Priti International Limited has informed the Exchange regarding Outcome of Board Meeting held on August 23, 2026.",Outcome of Board Meeting,0.0,1,False,True,3,keyword
23-Aug-2026 13:26:23,TEGA,Copy of Newspaper Publication,Tega Industries Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,0.0,0,False,False,0,none
23-Aug-2026 14:08:10,URBANCO,General Updates,"Urban Company Limited has informed the Exchange about Disclosure under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",General Updates,-0.7,2,True,True,12,keyword
23-Aug-2026 15:03:58,SBILIFE,Analysts/Institutional Investor Meet/Con. Call Updates,SBI Life Insurance Company Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
23-Aug-2026 15:50:07,GUJTHEM,Amendment to AOA/MOA,Gujarat Themis Biosyn Limited has informed the Exchange regarding the Amendment to AOA/MOA of the company.,Amendment to AOA/MOA,0.0,0,False,False,0,none
23-Aug-2026 16:21:09,INNOVACAP,Copy of Newspaper Publication,Innova Captab Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,0.0,0,False,False,0,none
23-Aug-2026 16:47:30,KMEW,Analysts/Institutional Investor Meet/Con. Call Updates,Knowledge Marine & Engineering Works Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
23-Aug-2026 16:59:26,FLEXITUFF,Copy of Newspaper Publication,"Flexituff Ventures International Limited has informed the Exchange about Copy of Newspaper Publication regarding unaudited Financials for the Quater ended 30th June, 2026.",Copy of Newspaper Publication,0.0,0,False,False,0,none
23-Aug-2026 17:00:11,LAXMIINDIA,Copy of Newspaper Publication,Laxmi India Finance Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,0.0,0,False,False,0,none
23-Aug-2026 17:57:39,APLAPOLLO,Copy of Newspaper Publication,APL Apollo Tubes Limited has informed the Exchange regarding Newspaper Advertisement of completion of despatch of the Notice of 41st Annual General Meeting.,Copy of Newspaper Publication,0.0,0,False,False,0,none
23-Aug-2026 19:36:14,SETL,Copy of Newspaper Publication,Standard Engineering Technology Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,0.0,0,False,False,0,none
23-Aug-2026 19:50:13,GAIL,Change in Management,GAIL (India) Limited has informed the Exchange about change in Management,Change in Management,0.0,0,False,False,0,none
23-Aug-2026 20:00:11,NEULANDLAB,Copy of Newspaper Publication,Neuland Laboratories Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,0.0,0,False,False,0,none
23-Aug-2026 20:21:17,MEESHO,ESOP/ESOS/ESPS,Meesho Limited has informed the Exchange regarding Allotment of 1298744  Shares.,ESOP/ESOS/ESPS,0.0,0,False,False,0,none
24-Aug-2026 07:01:02,JTLIND,Press Release,"JTL INDUSTRIES LIMITED has informed the Exchange regarding a press release dated August 24, 2026, titled ""Expansion of Narrow-width HR Coil manufacturing capacity by Subsidiary Company"".",Press Release,0.0,0,False,False,0,none
24-Aug-2026 07:42:51,SMARTWORKS,Updates,Smartworks Coworking Spaces Limited has informed the Exchange regarding 'Smartworks Announces INR 235 Crore in Incremental Contracted Rental Revenue Driven by Enterprise Expansions'.,Updates,0.0,0,False,False,0,none
