symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
NIFTY,9664971,8440213,1224758,14.51,17037020,217828.44106,26631915751477,540079.24227,24035
DMART,71129,63850,7279,11.4,53308,33688.58713,29084954074,4146.36574,4075
LTM,56694,51583,5111,9.91,34072,23071.97241,18923226799,3647.99299,4060
LTF,42719,39269,3450,8.79,37197,26895.4938,25399173172,5384.61922,322
KALYANKJIL,88872,84073,4799,5.71,56120,36055.54458,36277934116,15353.06116,480
ICICIGI,22406,21250,1156,5.44,6139,7110.28708,2909288187,524.40687,1826
PGEL,26788,25599,1189,4.64,14789,8514.70598,7484784180,2134.1768,580
FINNIFTY,6890,6658,232,3.48,2393,1648.89074,3733440111,378.30111,26599
PAYTM,57372,55548,1824,3.28,11058,14253.3289,9787003773,2779.11023,1342
CDSL,51333,49720,1613,3.24,14725,11622.57103,9042483353,1712.78853,1431
PNBHOUSING,18448,17911,537,3.0,4148,4250.76457,2722273508,632.01508,1110
OFSS,27326,26551,775,2.92,7898,10457.64835,8132831775,1740.51775,11650
OIL,22832,22240,592,2.66,2604,1550.59856,1457255212,224.23212,425
BDL,39503,38481,1022,2.66,5479,4182.91706,2706392010,485.3551,1345
UNITDSPR,35414,34498,916,2.66,2998,786.94388,1626436652,325.88652,1385
BAJAJHLDNG,6136,5986,150,2.51,1835,1647.98112,1336936821,234.84321,10650
BIOCON,34417,33579,838,2.5,4713,15096.662,3465315925,672.53425,418
INOXWIND,30638,29932,706,2.36,2038,1777.66592,975606080,139.9008,83
HCLTECH,144637,141447,3190,2.26,26738,13067.99744,11579835776,2379.59776,1167
APOLLOHOSP,33820,33078,742,2.24,7495,3122.11622,8157167636,996.23886,8850
INDIGO,84246,82591,1655,2.0,19028,15299.59126,13502535136,2578.65136,5299
DRREDDY,74898,73538,1360,1.85,7626,4589.60143,5733357175,969.00925,1246
POWERINDIA,45949,45128,821,1.82,4471,3564.31212,3459335551,479.85551,32630
SWIGGY,49610,48750,860,1.76,7033,10621.14503,2528143336,575.40461,272
GLENMARK,40648,39944,704,1.76,6236,6041.42718,4904037783,1000.02783,2284
AMBER,28246,27791,455,1.64,4559,3308.318,3320605742,666.75742,7771
HAVELLS,37216,36661,555,1.51,3201,4400.71165,1505813820,260.5882,1184
ADANIGREEN,54506,53704,802,1.49,10454,15338.46378,8602899348,2776.59348,1534
TATASTEEL,129225,127383,1842,1.45,13311,10756.10662,6016882795,977.14045,191
LUPIN,22128,21815,313,1.43,1549,1646.48102,1503388115,208.43615,2495
ONGC,79916,78790,1126,1.43,15517,9555.01672,7880092785,1158.0966,244
MARUTI,133162,131310,1852,1.41,28810,24106.44795,17916361416,2135.76416,13870
ASIANPAINT,61578,60746,832,1.37,7132,3934.06887,4428088117,503.93117,2676
JINDALSTEL,35316,34841,475,1.36,3048,4023.18431,1632189443,326.51943,1052
GODREJPROP,45755,45168,587,1.3,5063,3979.96836,3177840458,734.40458,2134
UNIONBANK,50310,49670,640,1.29,5676,7073.0408,3653698295,605.42982,164
SBIN,200469,198046,2423,1.22,19671,19808.64937,13502787172,1722.34672,1036
FORCEMOT,20778,20535,243,1.18,1383,926.94547,588992523,88.05023,18170
DIXON,132460,130926,1534,1.17,20809,13850.87222,12934626893,2503.11893,13410
NBCC,27526,27209,317,1.17,3421,4812.0527,1842362145,450.34145,100
ADANIPOWER,71888,71132,756,1.06,3126,5835.86239,1962630919,443.44044,218
ASHOKLEY,60940,60311,629,1.04,4768,6045.107,3246251400,516.014,157
PHOENIXLTD,15007,14854,153,1.03,1800,4128.81206,948029432,207.11432,2148
ABB,38870,38483,387,1.01,2282,3603.15795,1642785346,247.54096,6826
INDHOTEL,34666,34329,337,0.98,2532,3465.4116,1582584960,260.9996,750
PREMIERENE,18609,18433,176,0.95,1393,1085.96377,914362936,185.13436,1111
JSWENERGY,38896,38529,367,0.95,2030,2369.48135,1006093919,192.76169,553
JUBLFOOD,31386,31092,294,0.95,2407,2037.95487,1153405812,208.43312,438
MAZDOCK,42189,41794,395,0.95,2352,2558.57035,1057786206,196.51956,2417
NYKAA,25874,25637,237,0.92,1597,3996.555,1268568781,217.09406,329
SUZLON,61659,61102,557,0.91,2361,3456.60726,1349719170,215.9127,54
MUTHOOTFIN,36234,35926,308,0.86,4154,5512.52273,3047541634,517.32884,3133
CGPOWER,42816,42466,350,0.82,1949,2738.57165,1290852636,250.41136,916
BHARTIARTL,183939,182538,1401,0.77,10757,9047.83429,8994376137,754.91137,1919
HEROMOTOCO,72052,71529,523,0.73,4362,3032.67759,2960353332,428.15832,4939
IREDA,24525,24347,178,0.73,1095,1756.14978,452465519,90.51719,126
SHRIRAMFIN,60918,60482,436,0.72,3222,4664.78702,2338775241,470.98491,1040
BPCL,38372,38100,272,0.71,3038,3547.19756,1507588284,226.54909,310
ZYDUSLIFE,19348,19211,137,0.71,920,1793.09547,796431420,135.5742,1152
TMPV,125742,124865,877,0.7,6244,4864.58448,3042311424,442.47424,337
EICHERMOT,79640,79105,535,0.68,3879,1967.5477,2714077487,358.32487,7370
COFORGE,65857,65416,441,0.67,5196,6138.17272,3186188318,913.06818,1504
INFY,524511,521025,3486,0.67,22439,21264.46256,7675376824,1475.06824,1068
ADANIPORTS,68237,67784,453,0.67,3300,2933.94765,2602387506,322.29006,1830
BANKNIFTY,1095618,1088407,7211,0.66,399515,96768.03052,692083783468,51496.75468,57612
KPITTECH,65227,64828,399,0.62,3946,5040.70144,1274246351,362.45851,562
DELHIVERY,26723,26561,162,0.61,1343,2698.3134,1215864261,218.15886,518
DIVISLAB,63616,63236,380,0.6,2530,1325.0784,1627496243,203.76243,6830
CHOLAFIN,32980,32793,187,0.57,2036,2483.92106,2086475706,393.88206,1810
WAAREEENER,67694,67316,378,0.56,1228,886.77235,556725977,94.13477,2916
HINDZINC,54067,53766,301,0.56,4063,2174.60603,2537001386,438.44636,536
RELIANCE,469782,467234,2548,0.55,29328,15268.8482,18114226485,2066.51485,1310
UNOMINDA,13656,13582,74,0.54,776,1184.64351,385722854,87.08854,1163
COCHINSHIP,38021,37816,205,0.54,1422,1192.62708,714810984,117.78984,1417
MPHASIS,26028,25890,138,0.53,623,1208.89499,283381131,80.11531,2320
BHEL,58564,58254,310,0.53,12671,25538.30685,11240311215,3091.87777,395
LODHA,44810,44577,233,0.52,5615,7649.27687,3448940443,694.59193,1216
AUBANK,35087,34907,180,0.52,2439,3841.5538,2257721530,385.7153,1072
LT,173360,172471,889,0.52,14486,11487.51441,9009882421,1064.75671,3948
PFC,65414,65085,329,0.51,1668,1897.0146,715912938,94.47438,406
ADANIENT,103202,102689,513,0.5,4437,6118.86991,3817790712,820.39422,3157
HDFCBANK,732754,729123,3631,0.5,53680,36836.31575,25383587872,3127.20622,824
COALINDIA,96106,95648,458,0.48,4303,2982.15324,2268869184,297.65934,430
MOTHERSON,39820,39636,184,0.46,1099,2314.42642,768504861,141.79686,143
KFINTECH,19972,19880,92,0.46,1288,1161.82177,574887328,127.96078,904
PAGEIND,26055,25940,115,0.44,3692,2101.1405,2954020797,233.10797,39425
HINDALCO,112157,111671,486,0.44,4559,5603.63174,2588338585,468.20585,968
YESBANK,71656,71352,304,0.43,2056,2577.85101,1369858279,140.84879,23
LAURUSLABS,34537,34392,145,0.42,2961,5688.57536,3424733359,733.61859,1535
BEL,139893,139310,583,0.42,6088,5271.56078,3149411865,517.46865,414
MAXHEALTH,36511,36359,152,0.42,1626,809.89923,886235222,123.56972,1107
BLUESTARCO,16412,16344,68,0.42,892,884.3638,396498602,74.15102,1665
ALKEM,14736,14675,61,0.42,548,750.5518,323537047,44.68297,5676
HYUNDAI,22653,22562,91,0.4,934,1425.45777,370547314,67.33314,1986
IOC,54604,54385,219,0.4,2099,2574.5265,1209611763,141.00888,139
ASTRAL,35987,35845,142,0.4,1611,1244.6544,811024159,145.40159,1336
SOLARINDS,30688,30570,118,0.39,4789,3126.56332,4192401453,772.63953,18233
NESTLEIND,37724,37579,145,0.39,1056,1438.6266,628855010,108.3001,1450
HINDUNILVR,110148,109731,417,0.38,4228,4273.00479,2354591325,273.95325,2148
RADICO,7930,7901,29,0.37,279,330.31737,142814965,25.87465,4068
ITC,178029,177390,639,0.36,5663,2550.45286,2560585135,232.11048,281
CIPLA,58312,58105,207,0.36,1913,972.83766,1098686552,159.86302,1442
CUMMINSIND,31057,30948,109,0.35,1388,2565.41278,1330405350,164.2535,5610
UPL,35613,35493,120,0.34,1055,1712.43816,692880713,96.76163,594
NTPC,130653,130215,438,0.34,6438,2940.02595,3138001620,433.4412,345
VEDL,113409,113044,365,0.32,4186,1930.07835,1193037243,202.72993,272
AXISBANK,157942,157440,502,0.32,5729,8540.30512,3948127993,600.65493,1323
NATIONALUM,51683,51522,161,0.31,3438,3414.96225,2012039831,433.64831,355
DLF,80491,80244,247,0.31,6713,6970.01918,3733410006,672.55506,688
TORNTPHARM,31949,31855,94,0.3,1945,1716.7378,1033756795,168.19295,4888
PETRONET,25854,25781,73,0.28,369,431.9707,154016109,26.14609,279
SAIL,49874,49741,133,0.27,735,1937.27138,401270960,89.6196,167
CONCOR,28971,28894,77,0.27,725,924.50837,339754150,61.104,464
AUROPHARMA,33758,33669,89,0.26,2871,3022.76084,2243225270,379.6727,1568
IRFC,42246,42137,109,0.26,1625,1120.0341,706733629,81.67229,90
GODFRYPHLP,9981,9956,25,0.25,153,323.41111,59078596,7.31846,2118
NUVAMA,8149,8129,20,0.25,356,703.0008,286639750,59.9975,1980
GMRAIRPORT,32232,32153,79,0.25,1302,2326.68702,812751900,142.46925,112
POWERGRID,58462,58321,141,0.24,2836,1347.95462,1432262123,185.24373,283
RVNL,39346,39252,94,0.24,1127,1018.76967,418340403,74.10653,233
MANAPPURAM,22881,22827,54,0.24,1297,3622.5339,964450260,182.6526,341
VOLTAS,40337,40242,95,0.24,4425,3480.23988,1852819522,327.42022,1286
ADANIENSOL,41880,41782,98,0.23,2051,5019.99876,1849740360,499.7436,1654
ICICIBANK,237541,236993,548,0.23,11564,24450.87316,9018865737,1236.64737,1401
NMDC,73825,73656,169,0.23,2421,2596.35307,1156386847,167.77597,84
KOTAKBANK,162089,161727,362,0.22,3582,7167.0774,2038653580,310.3858,378
BANKBARODA,88520,88326,194,0.22,2356,3915.89961,1395031306,235.16356,250
WIPRO,183945,183542,403,0.22,3424,3647.6427,1463820810,276.4581,175
HINDPETRO,36075,35997,78,0.22,3519,5332.93713,2302246273,380.22898,395
GVT&D,24546,24493,53,0.22,1153,2000.72357,487011732,130.74232,4668
IDFCFIRSTB,59559,59432,127,0.21,1522,2138.68422,951975333,131.69108,80
COLPAL,26786,26730,56,0.21,370,292.30938,185871785,21.99285,2051
BHARATFORG,24963,24912,51,0.2,991,1882.2121,885320290,166.5029,2121
TRENT,139244,138964,280,0.2,7291,3195.74459,4627078767,711.86303,2904
BOSCHLTD,19069,19031,38,0.2,797,1182.18352,733564380,83.3313,41760
TITAN,84733,84574,159,0.19,7934,5770.19534,5872510309,667.19059,4570
HDFCLIFE,70264,70133,131,0.19,2744,2965.01315,1454077097,249.51597,567
M&M,153891,153610,281,0.18,7324,6382.15164,4021426812,596.42812,3129
GODREJCP,31175,31122,53,0.17,619,653.7282,276650575,36.30575,1087
EXIDEIND,30668,30617,51,0.17,1816,1817.8128,1252671804,223.80804,423
IDEA,116857,116674,183,0.16,3292,7029.75208,2769696990,542.1879,14
PERSISTENT,74435,74319,116,0.16,6802,5834.54521,3757414708,874.39708,5033
SHREECEM,17924,17898,26,0.15,300,396.29738,166351794,21.08044,26690
TECHM,56937,56855,82,0.14,2610,4454.83584,1868565846,367.08246,1455
GAIL,35835,35786,49,0.14,812,1313.09601,371667214,52.25564,173
ULTRACEMCO,70250,70157,93,0.13,2276,2143.51075,1138147540,141.5754,11719
MANKIND,19072,19047,25,0.13,1356,1570.6914,726882860,119.1786,2528
TVSMOTOR,97263,97147,116,0.12,1819,1950.41201,984224118,179.73868,3630
TIINDIA,13577,13561,16,0.12,383,310.59696,203834330,38.0633,2962
MCX,100747,100634,113,0.11,11121,7984.84992,6427693741,1391.23741,2773
IEX,32016,31983,33,0.1,618,779.91019,245346438,30.62313,119
JSWSTEEL,76448,76372,76,0.1,2214,4473.46908,1441923261,229.92261,1247
NAM-INDIA,13464,13452,12,0.09,404,256.1855,256288931,39.01431,1210
LICHSGFIN,37156,37123,33,0.09,522,678.139,223860510,35.4551,552
BAJAJFINSV,72787,72723,64,0.09,4145,2330.33178,2154874677,284.32677,1917
BSE,98093,98008,85,0.09,7377,8017.4534,4985505274,1087.15274,3812
FORTIS,20930,20912,18,0.09,934,809.13782,637517007,87.90507,969
ABCAPITAL,19974,19958,16,0.08,1844,4086.32111,1951108132,373.54132,408
PATANJALI,32775,32749,26,0.08,370,217.10087,149629078,41.54703,413
PRESTIGE,17775,17762,13,0.07,588,967.49995,370389339,90.57339,1723
