date,symbol,subject,details,category,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,classify_source
01-Sep-2026 18:00:04,OSWALPUMPS,Copy of Newspaper Publication,Oswal Pumps Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,0.0,0,False,False,0,none
01-Sep-2026 18:00:23,FAZE3Q,Updates,"Faze Three Limited has informed the Exchange regarding 'Submission of First Supplemental Trust Deed of Faze Three Employee Trust pursuant to Regulation 3(3) of the Securities and Exchange Board of India (Share Based Employee Benefits and Sweat Equity) Regulations, 2021'.",Updates,0.0,0,False,False,0,none
01-Sep-2026 18:01:01,ZEEMEDIA,Updates,Zee Media Corporation Limited has informed the Exchange regarding 'Letter send to shareholders under regulation 36(1)(b) of LODR 2015 '.,Updates,0.0,0,False,False,0,none
01-Sep-2026 18:01:58,IBULLSLTD,Copy of Newspaper Publication,Indiabulls Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,0.0,0,False,False,0,none
01-Sep-2026 18:02:38,MANKIND,ESOP/ESOS/ESPS,Mankind Pharma Limited has informed the Exchange regarding Allotment of 49112  Shares.,ESOP/ESOS/ESPS,0.0,0,False,False,0,none
01-Sep-2026 18:02:42,NDL,Updates,Nandan Denim Limited has informed the Exchange regarding ''Business Responsibility and Sustainability Report for the Financial Year 2025-26'.,Updates,0.0,0,False,False,0,none
01-Sep-2026 18:03:00,CDSL,Analysts/Institutional Investor Meet/Con. Call Updates,"CDSL has informed the Exchange about Schedule of Analyst Call with Lyptus Capital to be held on Friday, September 04, 2026",Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
01-Sep-2026 18:03:39,GLOTTIS,Reply to Clarification- Financial results,"The Exchange had sought clarification from Glottis Limited for the quarter ended 30-Jun-2026 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company was required to clarify the following:   The response of the Compa",Reply to Clarification- Financial results,0.2,2,True,True,10,keyword
01-Sep-2026 18:03:44,HGS,Shareholders meeting,Hinduja Global Solutions Limited has informed the Exchange about Shareholders meeting,Shareholders meeting,0.0,0,False,False,0,none
01-Sep-2026 18:03:59,FINKURVE,Shareholders meeting,Finkurve Financial Services Limited has informed the Exchange about Shareholders meeting,Shareholders meeting,0.0,0,False,False,0,none
01-Sep-2026 18:04:03,ZEEMEDIA,Copy of Newspaper Publication,Zee Media Corporation Limited has informed the Exchange about Copy of Newspaper Publication.,Copy of Newspaper Publication,0.0,0,False,False,0,none
01-Sep-2026 18:05:38,RADICO,Analysts/Institutional Investor Meet/Con. Call Updates,Radico Khaitan Limited has informed the Exchange about intimation regarding investor meeting.,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
01-Sep-2026 18:05:41,DEEPINDS,Shareholders meeting,"Deep Industries Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 01, 2026",Shareholders meeting,0.0,0,False,False,0,none
01-Sep-2026 18:05:54,FEDFINA,Analysts/Institutional Investor Meet/Con. Call Updates,Fedbank Financial Services Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
01-Sep-2026 18:05:55,FIVESTAR,Shareholders meeting,"Five-Star Business Finance Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on August 31, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting,0.0,0,False,False,0,none
01-Sep-2026 18:07:14,WORTHPERI,Giving guarantees/indemnity/ becoming a surety for third party,Worth Peripherals Limited has informed the Exchange about Giving guarantees/indemnity/ becoming a surety for third party,Giving guarantees/indemnity/ becoming a surety for third party,0.0,0,False,False,0,none
01-Sep-2026 18:07:19,ENIL,General Updates,Entertainment Network (India) Limited has informed the Exchange about General Updates,General Updates,0.0,0,False,False,0,none
01-Sep-2026 18:07:55,UMAEXPORTS,Outcome of Board Meeting,"Uma Exports Limited has informed the Exchange regarding Outcome of Board Meeting held on September 01, 2026.",Outcome of Board Meeting,0.0,1,False,True,3,keyword
01-Sep-2026 18:08:15,SKYWAYS,General Updates,Skyways Air Services Limited has informed the Exchange about General Updates,General Updates,0.0,0,False,False,0,none
01-Sep-2026 18:09:24,A2ZINFRA,Copy of Newspaper Publication,A2Z Infra Engineering Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,0.0,0,False,False,0,none
