symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
ATHERENERG,27031,15621,11410,73.04,38559,24058.46936,23113193141,6915.00641,1723
NIFTY,15088112,8727129,6360983,72.89,93182361,241183.42339,146053826309401,1945482.51401,24092
ADANIENSOL,52254,33673,18581,55.18,36852,57976.70411,31580914378,6979.22878,1395
ADANIENT,103841,72148,31693,43.93,62856,68219.35788,52065144843,10198.43493,2897
FINNIFTY,7884,5636,2248,39.89,5872,1070.16482,9277909201,909.37201,26086
KAYNES,50693,37210,13483,36.23,17121,11799.15507,8665262095,2174.19595,3643
BAJAJ-AUTO,54523,41877,12646,30.2,104191,54318.67108,92738689926,14779.17426,12389
MAHABANK,5916,4632,1284,27.72,2366,2437.214,1097528250,248.9175,82
LAURUSLABS,44236,35480,8756,24.68,22405,57408.32127,30586927739,4628.08739,1850
ETERNAL,108200,88737,19463,21.93,23250,36846.82206,15139754883,2645.86633,326
AUROPHARMA,31980,26354,5626,21.35,12048,10449.35342,10509696213,2053.36213,1694
SAGILITY,10649,8851,1798,20.31,2336,2250.9576,1131078000,268.14,46
KEI,20591,17307,3284,18.97,17057,21802.09113,14307515748,3017.58248,5436
MUTHOOTFIN,47594,40817,6777,16.6,21285,17052.06005,16216874289,2910.46789,2943
BDL,44107,37902,6205,16.37,13413,7799.07215,6692817516,1489.65016,1261
UNOMINDA,14348,12514,1834,14.66,9247,7506.00042,6055032896,1543.79896,1298
HEROMOTOCO,48037,42031,6006,14.29,55505,28187.24986,45587822101,7896.77101,5650
ADANIPOWER,85684,75047,10637,14.17,34583,32033.14916,23113088802,3783.03052,204
OIL,13718,12064,1654,13.71,3624,2878.13456,2270225076,509.94076,491
ADANIPORTS,75266,66253,9013,13.6,37137,25631.05253,27313827924,4055.71924,1647
ANGELONE,27950,24790,3160,12.75,4231,4649.4395,2723666175,530.16175,284
BSE,145707,129709,15998,12.33,39653,21208.92742,24582907220,5028.2722,3244
NIFTYFPI,38,34,4,11.76,3,0.0,0,0.10054,1565
INDIGO,75156,67396,7760,11.51,27788,15013.83189,19643631946,2894.76946,5078
KALYANKJIL,51883,46578,5305,11.39,51532,44255.41677,38133707850,10259.946,580
RADICO,10407,9411,996,10.58,5555,8173.87351,3015131283,445.98783,4534
ABB,24949,22595,2354,10.42,8088,10085.46466,6548640036,1051.65036,7429
HDFCBANK,991435,898128,93307,10.39,316862,119781.20485,138991962583,18052.70083,712
POLYCAB,36651,33266,3385,10.18,21587,31581.53466,21779775562,3630.88062,9049
GMRAIRPORT,35828,32574,3254,9.99,4070,4361.85461,2371150692,373.64517,94
