date,symbol,subject,details,category,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,classify_source
03-Aug-2026 22:38:48,NAZARA,Resignation,"Nazara Technologies Limited informs the Exchange regarding Resignation of Mr Nitish Mittersain as Chief Executive Officer of the company w.e.f. September 01, 2026, concurrent with the assumption of office by Mr. Raymond Albaladejo Stauffer as the CEO appointed by the Board of the Company",Resignation,0.0,0,False,False,0,none
03-Aug-2026 22:44:38,MITCON,General Updates,MITCON Consultancy & Engineering Services Limited has informed the Exchange about General Updates,General Updates,0.0,0,False,False,0,none
03-Aug-2026 22:45:13,NAZARA,Allotment of Securities,"Nazara Technologies Limited informs the Exchange regarding allotment of 9,00,000 Equity Shares upon conversion of Warrants allotted by way of Preferential issue on private placement basis at its meeting held on August 03, 2026.",Allotment of Securities,0.1,2,True,True,10,keyword
03-Aug-2026 22:54:30,SHALPAINTS,Updates,"Shalimar Paints Limited has informed the Exchange regarding 'Intimation under Regulation 31A of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 (Listing Regulations) Receipt of No Objection from the Stock Exchanges for Re-classification from Promoter Group Category to Pu",Updates,-0.7,2,True,True,12,keyword
03-Aug-2026 22:58:05,IKS,Acquisition,Inventurus Knowledge Solutions Limited has informed the Exchange about update on acquisition.,Acquisition,0.6,3,True,False,15,keyword
03-Aug-2026 22:58:08,MITCON,Acquisition,MITCON Consultancy & Engineering Services Limited has informed the Exchange about Acquisition,Acquisition,0.6,3,True,False,15,keyword
03-Aug-2026 23:02:39,KALPATARU,Shareholders meeting,"KALPATARU: Kalpataru Limited has informed the Exchange regarding Proceedings of 38th Annual General Meeting held on August 03, 2026.",Shareholders meeting,0.0,0,False,False,0,none
03-Aug-2026 23:08:21,AUTOAXLES,Analysts/Institutional Investor Meet/Con. Call Updates,Automotive Axles Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
03-Aug-2026 23:16:57,ZENTEC,Credit Rating,Zen Technologies Limited has informed the Exchange about Credit Rating,Credit Rating,0.0,0,False,False,0,none
03-Aug-2026 23:18:39,INDTERRAIN,Copy of Newspaper Publication,Indian Terrain Fashions Limited has informed the Exchange about Copy of Newspaper Publication on un-audited financial results for the quarter ended 30th June 2026,Copy of Newspaper Publication,0.2,2,True,True,10,keyword
03-Aug-2026 23:23:08,BHARTIARTL,Shareholders meeting,"Bharti Airtel Limited has informed the Exchange regarding Proceedings of 31st Annual General Meeting held on August 03, 2026",Shareholders meeting,0.0,0,False,False,0,none
03-Aug-2026 23:23:30,MGL,Record Date,Mahanagar Gas Limited has informed the Exchange that Record date for the purpose of Final Dividend  is 18-Aug-2026.,Record Date,0.5,2,True,False,12,keyword
03-Aug-2026 23:27:08,MGL,General Updates,Mahanagar Gas Limited has informed the Exchange about General Updates-Letter sent to Shareholders whose email address are not registered.,General Updates,0.0,0,False,False,0,none
03-Aug-2026 23:38:22,PNGJL,General Updates,P N Gadgil Jewellers Limited has informed the Exchange about QIP,General Updates,0.1,2,True,True,10,keyword
03-Aug-2026 23:38:55,MGL,Shareholders meeting,"Mahanagar Gas Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on August 25, 2026",Shareholders meeting,0.0,0,False,False,0,none
03-Aug-2026 23:43:06,POWERGRID,Analysts/Institutional Investor Meet/Con. Call Updates,Power Grid Corporation of India Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
03-Aug-2026 23:49:33,MGL,General Updates,Mahanagar Gas Limited has informed the Exchange about Business Responsibility and Sustainability Report for the financial year 2025-26,General Updates,0.0,0,False,False,0,none
03-Aug-2026 23:56:17,CLEANMAX,Analysts/Institutional Investor Meet/Con. Call Updates,Clean Max Enviro Energy Solutions Limited has informed the Exchange about Link of Recording,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
04-Aug-2026 00:56:25,JMFINANCIL,Shareholders meeting,"JM Financial Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on August 03, 2026",Shareholders meeting,0.0,0,False,False,0,none
04-Aug-2026 01:39:27,JMFINANCIL,Shareholders meeting,"JM Financial Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on August 03, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting,0.0,0,False,False,0,none
