date,symbol,subject,details,category,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,classify_source
20-Aug-2026 22:50:52,LENSKART,General Updates,Lenskart Solutions Limited has informed the Exchange about General Updates,General Updates,0.0,0,False,False,0,none
20-Aug-2026 22:57:05,WELCORP,Bagging/Receiving of orders/contracts,"Welspun Corp Limited has informed the Exchange about Bagging/Receiving of orders/contracts - Welspun Corp Secures Largest-Ever Single Order in Company History   Valued at approx USD 1.8 Billion (approx. Rs. 17,200 Crore)   for Supply of Pipes from its USA Manufacturing Facility",Bagging/Receiving of orders/contracts,0.0,0,False,False,0,none
20-Aug-2026 22:58:41,NETWEB,General Updates,Netweb Technologies India Limited has informed the Exchange about General Updates,General Updates,0.0,0,False,False,0,none
20-Aug-2026 22:59:40,HDFCBANK,General Updates,HDFC Bank Limited has informed the Exchange about General Updates,General Updates,0.0,0,False,False,0,none
20-Aug-2026 23:02:15,NETWEB,Qualified Institutional Placement,Netweb Technologies India Limited has informed the Exchange about qualified Institutional Placement,Qualified Institutional Placement,0.0,0,False,False,0,none
20-Aug-2026 23:11:10,FIRSTCRY,Analysts/Institutional Investor Meet/Con. Call Updates,Brainbees Solutions Limited has informed the Exchange about Transcript,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
20-Aug-2026 23:13:30,KSHITIJPOL,Rights Issue,"Kshitij Polyline Limited has informed the Exchange that Board of Directors at its meeting held on August 20, 2026, has decided Revision in Rights Issue and Approval of Revised Letter of Offer and Corrigendum",Rights Issue,0.0,0,False,False,0,none
20-Aug-2026 23:19:05,KSHITIJPOL,General Updates,"Kshitij Polyline Limited has informed the Exchange about Submission of Corrigendum to Letter of Offer dated August 18, 2026 in relation to the proposed Rights Issue of the Company",General Updates,0.0,0,False,False,0,none
20-Aug-2026 23:22:10,KSHITIJPOL,General Updates,"Kshitij Polyline Limited has informed the Exchange about Submission of Revised Letter of Offer dated August 20, 2026 in relation to the proposed Rights Issue of the Company",General Updates,0.0,0,False,False,0,none
20-Aug-2026 23:40:44,EICHERMOT,Shareholders meeting,"Eicher Motors Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on August 20, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting,0.0,0,False,False,0,none
20-Aug-2026 23:43:02,USHAMART,Shareholders meeting,"Usha Martin Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on August 20, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting,0.0,0,False,False,0,none
20-Aug-2026 23:46:41,EICHERMOT,General Updates,Eicher Motors Limited has informed the Exchange about Appointment/Re-appointment of Director at 44th AGM,General Updates,0.0,1,False,True,3,keyword
20-Aug-2026 23:46:52,NETWEB,General Updates,Netweb Technologies India Limited has informed the Exchange about General Updates,General Updates,0.0,0,False,False,0,none
20-Aug-2026 23:49:03,NDLVENTURE,General Updates,NDL Ventures Limited has informed the Exchange about General Updates,General Updates,0.0,0,False,False,0,none
20-Aug-2026 23:52:06,NETWEB,Allotment of Securities,"Netweb Technologies India Limited has informed the Exchange regarding allotment of 2505219 securities pursuant to Qualified Institution Placement at its meeting held on August 20, 2026",Allotment of Securities,0.0,0,False,False,0,none
20-Aug-2026 23:56:28,SHREDIGCEM,General Updates,Shree Digvijay Cement Co.Ltd has informed the Exchange about BRSR Report for FY 2025-26,General Updates,0.0,0,False,False,0,none
21-Aug-2026 00:03:19,INTLCONV,Record Date,International Conveyors Limited has informed the Exchange that Record date for the purpose of Dividend  is 17-Sep-2026.,Record Date,0.5,2,True,False,12,keyword
21-Aug-2026 00:32:43,TEXMOPIPES,Shareholders meeting,"Texmo Pipes and Products Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 11, 2026",Shareholders meeting,0.0,0,False,False,0,none
21-Aug-2026 00:34:47,TEXMOPIPES,Record Date,Texmo Pipes and Products Limited has informed the Exchange that Record date for the purpose of Meeting  is 04-Sep-2026.,Record Date,0.0,0,False,False,0,none
21-Aug-2026 01:07:57,PRABHA,Price movement,"Significant movement in price has been observed in Prabha Energy Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Prabha Energy ",Price movement,0.0,0,False,False,0,none
