symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
PHOENIXLTD,12500,10967,1533,13.98,6741,8345.15752,3875135526,895.49526,1942
NIFTY,5339784,4881895,457889,9.38,4269460,214321.97745,6690446931936,245187.60436,24171
RADICO,10729,9809,920,9.38,7055,10156.04625,3709530762,1131.60762,4329
FINNIFTY,1013,932,81,8.69,262,252.07968,393863160,55.3716,26162
MARICO,16115,14947,1168,7.81,2614,5432.02296,2296108836,576.52836,879
MIDCPNIFTY,49536,46437,3099,6.67,12989,5908.62123,22456640875,2498.57875,14606
CHOLAFIN,33110,31624,1486,4.7,11695,27537.395,11011629243,3062.79243,1805
SWIGGY,44332,42526,1806,4.25,7468,16054.07221,2254284694,816.67819,275
KALYANKJIL,39247,37760,1487,3.94,8635,16662.92229,5788282005,2838.39255,618
SUZLON,55624,53577,2047,3.82,8794,12149.10067,4501689752,1035.14652,47
BANKNIFTY,706706,683864,22842,3.34,149193,52764.33083,252988909610,26387.8961,56971
CGPOWER,34083,33106,977,2.95,4590,6126.23696,2760494416,553.52416,829
KFINTECH,12709,12355,354,2.87,1630,2085.93072,711460679,197.93179,956
MANKIND,13073,12715,358,2.82,999,1426.55815,535153172,157.43172,2624
COFORGE,55652,54173,1479,2.73,18339,19442.17061,13304171478,4097.07478,1725
ETERNAL,93172,90869,2303,2.53,17456,25160.37119,10973755621,2958.01621,310
DMART,53419,52242,1177,2.25,4408,3042.34864,2301232461,390.37461,3831
INOXWIND,22971,22481,490,2.18,2089,2397.80864,843943104,237.25504,77
COALINDIA,87148,85524,1624,1.9,5948,2690.90653,3094280554,459.46804,407
PAYTM,46895,46043,852,1.85,3751,5595.27094,3073655567,994.01067,1300
KPITTECH,28908,28428,480,1.69,6693,6732.66377,2624122813,993.58813,611
BEL,131080,128944,2136,1.66,9605,6164.79225,4941902693,821.82443,386
POWERINDIA,31016,30524,492,1.61,1364,2464.71352,861741007,187.41007,30870
WAAREEENER,52577,51772,805,1.55,2112,2108.42434,832522964,217.39214,2706
ASIANPAINT,48372,47637,735,1.54,3407,2975.48475,2109075410,399.6541,2724
COLPAL,20713,20401,312,1.53,1031,1397.65881,486478071,124.11071,2152
GAIL,30162,29728,434,1.46,1315,1561.63115,684389199,125.69449,173
INFY,351033,346038,4995,1.44,58580,51578.9722,22051264228,5879.06228,1130
TECHM,40272,39719,553,1.39,4564,8199.49032,3781109070,930.1947,1647
INDUSTOWER,67153,66253,900,1.36,2039,2639.56263,1111516287,215.95287,384
BAJAJ-AUTO,48596,47961,635,1.32,5566,3393.8328,4545198723,804.26223,11475
ABB,24455,24141,314,1.3,1259,3087.00337,866880371,224.30371,7194
LAURUSLABS,39146,38666,480,1.24,2863,6051.42531,3753182072,715.26072,1764
SHRIRAMFIN,51701,51078,623,1.22,2344,3301.13025,1746170035,399.05035,1042
RVNL,29718,29367,351,1.2,1749,1391.60906,646487360,179.5561,224
KAYNES,30606,30253,353,1.17,2274,2129.32809,960958728,326.08728,3297
EICHERMOT,65023,64288,735,1.14,5120,3747.487,3793771903,679.21903,7902
SUPREMEIND,18478,18270,208,1.14,2588,2068.07107,1379881214,295.19964,3388
FORCEMOT,16493,16308,185,1.13,662,1090.15915,185077927,54.90427,17250
DRREDDY,42662,42188,474,1.12,1981,2506.96868,1221666893,159.79393,1135
POLYCAB,29591,29265,326,1.11,1416,2578.80416,1410857656,255.70156,9108
PRESTIGE,12916,12779,137,1.07,559,963.43848,342569353,94.16353,1680
BANKINDIA,29002,28697,305,1.06,1110,1093.09304,737400404,123.38404,137
ASHOKLEY,42603,42156,447,1.06,1326,4034.7645,673994250,157.3175,157
BANDHANBNK,62829,62182,647,1.04,2078,1903.28292,1145212524,212.38524,169
TCS,225009,222735,2274,1.02,29121,26888.20744,13632210803,3090.38303,2418
LTM,25547,25291,256,1.01,2928,5613.61872,1428754963,481.54963,4377
AXISBANK,175957,174239,1718,0.99,5956,6007.05193,4084915493,562.15493,1222
SAIL,45635,45202,433,0.96,4221,9782.83568,2519342363,791.96363,171
GODREJPROP,30094,29812,282,0.95,1304,2175.10247,725906723,219.37223,2151
INDIGO,57259,56724,535,0.94,3658,3215.92107,2582966107,464.81107,5214
DELHIVERY,18247,18078,169,0.93,660,1321.43719,545332078,104.48953,471
GODFRYPHLP,15501,15358,143,0.93,1392,1345.17831,661571641,120.21641,2032
AMBUJACEM,83229,82471,758,0.92,5094,7108.61928,1966068072,366.48072,429
DABUR,32671,32379,292,0.9,1893,1721.447,874131087,172.18587,430
BPCL,26617,26383,234,0.89,1424,1908.40221,726183286,168.02786,316
LUPIN,16573,16429,144,0.88,717,3775.66362,372130714,92.31714,2413
LODHA,32947,32664,283,0.87,4953,5069.63843,3519227100,740.896,1290
LTF,30511,30251,260,0.86,1072,3578.54737,414091035,110.48535,309
BDL,25391,25182,209,0.83,732,988.75404,305573091,74.52591,1257
