date,symbol,subject,details,category
03-Jul-2026 09:34:10,BLUSPRING,Bagging/Receiving of orders/contracts,Bluspring Enterprises Limited has informed the Exchange about Bagging/Receiving of orders/contracts,Bagging/Receiving of orders/contracts
03-Jul-2026 09:29:27,UNICHEMLAB,Shareholders meeting,"Unichem Laboratories Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on August 11, 2026",Shareholders meeting
03-Jul-2026 09:26:03,UNICHEMLAB,Updates,Unichem Laboratories Limited has informed the Exchange regarding 'BRSR report for FY 2026'.,Updates
03-Jul-2026 08:11:50,SPMLINFRA,Credit Rating- New,SPML Infra Limited has informed the Exchange about Credit Rating- New,Credit Rating- New
03-Jul-2026 08:04:43,PAYTM,Granting/withdrawal/surrender/cancellation/suspension of key licenses/ regulatory approvals,"One 97 Communications Limited has informed the Exchange about Disclosure under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 - Grant of Payment Institution License to Paytm Europe Payments S.A ( Paytm Europe ), Luxembourg, a step down wholly owned subs",Granting/withdrawal/surrender/cancellation/suspension of key licenses/ regulatory approvals
03-Jul-2026 07:39:09,HCLTECH,Bagging/Receiving of orders/contracts,HCL Technologies Limited has informed the Exchange about Bagging/Receiving of orders/contracts,Bagging/Receiving of orders/contracts
03-Jul-2026 07:37:49,ANGELONE,Monthly Business Updates,Angel One Limited has informed the Exchange regarding Monthly Business Updates for the month of June 2026,Monthly Business Updates
03-Jul-2026 07:37:30,IEX,Press Release,"Indian Energy Exchange Limited has informed the Exchange regarding a press release dated July 03, 2026, titled ""IEX PowerMarket Update, Q1FY 27 and June 26"".",Press Release
03-Jul-2026 00:09:23,INNOVISION,General Updates,Innovision Limited has informed the Exchange about General Updates,General Updates
03-Jul-2026 00:01:34,GSPCROP,Updates,GSP Crop Science Limited has informed the Exchange regarding ' intimation of Cyber Security Incident.'.,Updates
02-Jul-2026 23:53:33,MANYAVAR,Credit Rating,Vedant Fashions Limited has informed the Exchange about Credit Rating,Credit Rating
02-Jul-2026 23:51:57,MANORAMA,Outcome of Board Meeting,"Manorama Industries Limited has informed the Exchange regarding Outcome of Board Meeting held on July 02, 2026 in respect of QIP allotment.",Outcome of Board Meeting
02-Jul-2026 23:44:03,HCLTECH,General Updates,"Updates -  HCLSoftware completes acquisition of Jaspersoft, from Cloud Software Group",General Updates
02-Jul-2026 23:40:27,MADHAV,Trading Window,"Madhav Marbles and Granites Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
02-Jul-2026 23:26:34,DELTACORP,Spurt in Volume,"Significant increase in volume has been observed in Delta Corp Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Delta Corp Limit",Spurt in Volume
02-Jul-2026 23:16:02,IIFL,General Updates,IIFL Finance Limited has informed the Exchange about the approval of pricing and other terms and conditions of the Fixed Rate Senior Secured Notes under GMTN Programme,General Updates
02-Jul-2026 23:02:06,AGARWALEYE,General Updates,"Voting results and the Consolidated Scrutinizer's Report on the NCLT convened meeting of the Unsecured Creditors of Dr. Agarwal's Health Care Limited held on July 02, 2026.",General Updates
02-Jul-2026 22:58:02,AGARWALEYE,General Updates,"Summary of the Proceedings of the Hon'ble NCLT convened Meeting of the Unsecured Creditors of Dr. Agarwal's Health Care Limited held on July 02, 2026",General Updates
02-Jul-2026 22:54:00,AGARWALEYE,General Updates,"Voting results and the Consolidated Scrutinizer's Report on the NCLT convened meeting of the Secured Creditors of Dr. Agarwal's Health Care Limited held on July 02, 2026.",General Updates
02-Jul-2026 22:47:17,AGARWALEYE,General Updates,"Summary of the Proceedings of the NCLT convened Meeting of the Secured Creditors of Dr. Agarwal's Health Care Limited held on July 02, 2026",General Updates
