symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
ATHERENERG,22605,15621,6984,44.71,114583,75106.89303,66530947031,22025.47031,1717
ADANIENSOL,48050,33673,14377,42.7,72053,214179.56327,54095087418,13641.68418,1417
KAYNES,50556,37210,13346,35.87,80989,63781.75611,40674753217,11909.50717,3685
ADANIENT,95640,72148,23492,32.56,178924,261938.18747,144785835906,28517.53506,2859
ETERNAL,113682,88737,24945,28.11,147769,350432.8021,83890048686,16193.28936,328
LAURUSLABS,44432,35480,8952,25.23,74592,291822.25857,92451428661,15550.63661,1915
SAGILITY,10330,8851,1479,16.71,29266,25779.8256,14352122280,4941.0228,47
FINNIFTY,6514,5636,878,15.58,12510,1548.39098,19856812362,1826.80362,26293
NIFTY,10068777,8727129,1341648,15.37,134467897,805678.5345,211080482118310,4359494.3531,24080
AUROPHARMA,30310,26354,3956,15.01,53062,49136.24413,45518766986,9642.01986,1717
NIFTYFPI,39,34,5,14.71,20,173.5877,18456350,0.6435,1568
OIL,13777,12064,1713,14.2,18608,17620.16914,11377727914,2705.47914,483
ANGELONE,28199,24790,3409,13.75,35860,51872.16625,21075137950,4873.3795,286
BDL,42869,37902,4967,13.1,32451,21493.54408,16215728545,2784.58045,1275
MUTHOOTFIN,45846,40817,5029,12.32,43644,39472.99521,33502539306,6361.61806,2978
SBICARD,44634,39771,4863,12.23,77802,106610.9816,31178961408,6517.93408,644
PERSISTENT,46043,41119,4924,11.97,93296,85763.02922,59329871927,11599.21927,5594
RADICO,10452,9411,1041,11.06,5322,9502.34332,2729025748,403.73248,4485
ADANIPORTS,73555,66253,7302,11.02,72032,100929.42276,48318340711,7162.44211,1593
ADANIPOWER,83114,75047,8067,10.75,60487,96946.44128,36421357734,6184.89484,198
GMRAIRPORT,35926,32574,3352,10.29,15845,33661.68619,7601790588,1063.99788,93
MANKIND,18629,16989,1640,9.65,8614,7213.03875,4683053485,477.98485,2419
BSE,141439,129709,11730,9.04,226775,180461.32904,135543912582,29233.32582,3282
HDFCBANK,977507,898128,79379,8.84,1157378,523870.78692,507355572938,71677.02938,709
ASTRAL,24770,22989,1781,7.75,59397,85357.07373,31698043604,5749.87604,1522
MAHABANK,4987,4632,355,7.66,2402,3073.7161,1060193550,170.8655,82
PIIND,36109,33540,2569,7.66,11166,8093.39984,4038826788,704.30538,2370
BANDHANBNK,48310,44971,3339,7.42,15712,41846.16708,5452251516,984.39516,163
NAM-INDIA,15828,14774,1054,7.13,8617,41524.08837,2460915143,439.40143,1172
360ONE,13028,12168,860,7.07,13056,16691.8926,6213025030,1194.2503,1175
INDIGO,72137,67396,4741,7.03,34220,47639.67648,21975594463,3707.34463,5234
HEROMOTOCO,44970,42031,2939,6.99,19441,36656.11816,13063670218,2109.65218,5450
BAJAJ-AUTO,44775,41877,2898,6.92,59513,32832.67881,51503979473,8090.79473,12130
RVNL,40689,38077,2612,6.86,9810,5576.21295,3645862816,650.16316,210
RBLBANK,17648,16533,1115,6.74,5634,13879.51377,5646095546,876.54796,380
BHARTIARTL,198802,186530,12272,6.58,90314,139181.51562,68641104841,8064.87841,1811
TATAELXSI,27449,25769,1680,6.52,13619,8284.45986,5617515716,984.90716,3578
INDIANB,15628,14677,951,6.48,6644,10289.7298,4922278210,841.3821,898
ABB,24029,22595,1434,6.35,15829,26326.94631,12440865972,2174.28472,7638
NATIONALUM,39834,37474,2360,6.3,23261,28520.913,14445660150,3041.289,381
HYUNDAI,20348,19198,1150,5.99,10252,16583.83017,4795544831,946.67331,2205
KEI,18295,17307,988,5.71,11965,23967.35824,9360072688,1714.70188,5740
CGPOWER,33591,31853,1738,5.46,13013,23796.77008,7714091870,1441.9587,916
MCX,67770,64269,3501,5.45,87018,70344.50379,60420926596,15786.00346,3400
ASHOKLEY,49623,47115,2508,5.32,15509,26089.777,11484071650,2347.0915,175
BANKINDIA,27284,25937,1347,5.19,7827,13857.26368,4567715152,785.68152,141
FORCEMOT,17170,16333,837,5.12,10516,7485.90215,4070178513,927.53513,17526
CAMS,21453,20410,1043,5.11,45873,29519.457,27249284205,6137.21955,782
OFSS,25433,24205,1228,5.07,26528,41383.44973,29286912121,7105.12121,12540
POWERINDIA,39058,37194,1864,5.01,16684,20766.45622,12326572667,2319.72667,33760
BANKNIFTY,952432,907017,45415,5.01,1584240,251294.73789,2737958314465,244756.18465,58024
BAJAJHLDNG,4358,4152,206,4.96,1413,4128.91491,829257544,95.75044,11644
NTPC,124899,119016,5883,4.94,41929,44099.08575,16615316730,1939.9923,327
ICICIPRULI,24508,23354,1154,4.94,5629,11224.80359,1551041026,261.87776,517
MAZDOCK,40444,38627,1817,4.7,18386,15631.55073,9288821740,1809.9049,2480
LODHA,27722,26488,1234,4.66,13507,19156.3875,8628122412,1716.09912,1198
MOTHERSON,33369,31888,1481,4.64,9610,29962.15978,7119038649,1248.43524,170
APOLLOHOSP,35134,33591,1543,4.59,20193,26689.77272,20095673352,2440.23352,8898
BIOCON,32289,30873,1416,4.59,11013,21497.2475,9383476225,1500.76225,412
PIDILITIND,14677,14034,643,4.58,6578,14712.9208,3997564780,524.0478,1687
MIDCPNIFTY,72504,69364,3140,4.53,106489,49602.99188,187053627387,16401.96387,15028
BOSCHLTD,15610,14944,666,4.46,10455,17095.90694,11436912847,1385.75347,50000
INDUSTOWER,77086,73808,3278,4.44,14625,17872.2275,7906495507,1200.60307,388
MARUTI,95249,91203,4046,4.44,69853,46762.30157,43365310287,5604.80287,13547
INOXWIND,30914,29627,1287,4.34,8789,7154.70464,3439331584,832.67584,70
SHREECEM,18502,17741,761,4.29,4309,7667.20707,1942364910,175.2741,23200
KPITTECH,27533,26431,1102,4.17,22305,12601.42064,9461542937,1921.47687,585
ZYDUSLIFE,18859,18106,753,4.16,9752,18724.14945,8644322259,1498.79259,1161
HINDUNILVR,107032,102785,4247,4.13,36509,32409.5421,19231675869,2192.29869,1967
ADANIGREEN,60831,58420,2411,4.13,32436,47977.43298,20785206252,4271.58252,1214
JUBLFOOD,28629,27504,1125,4.09,9056,19818.17875,3679582162,545.13412,496
JSWENERGY,32990,31709,1281,4.04,22852,27544.28597,10584389477,1882.79477,520
ITC,195407,187839,7568,4.03,71775,46464.90394,28898091204,3152.33641,255
NESTLEIND,26751,25719,1032,4.01,7458,18673.215,3597524195,465.14195,1496
LTF,33809,32509,1300,4.0,9712,16953.8553,5310547425,1000.42425,321
NYKAA,16549,15916,633,3.98,10219,21130.77656,9044111968,1749.55718,349
GODFRYPHLP,7926,7623,303,3.97,3795,4419.4739,1793005761,278.08261,2104
CUMMINSIND,37170,35757,1413,3.95,6691,21109.68822,4940627372,684.67372,5105
EICHERMOT,53686,51671,2015,3.9,18311,35512.89487,11329490682,1584.60682,7953
BAJFINANCE,127078,122329,4749,3.88,37355,56883.31177,24746780310,3729.9531,1057
WAAREEENER,59560,57342,2218,3.87,20548,14799.66666,8244087568,1313.85068,2605
PRESTIGE,18436,17760,676,3.81,5045,10969.3309,2568845169,458.39169,1633
SWIGGY,59591,57410,2181,3.8,14950,29897.53781,4893898519,1026.16519,281
APLAPOLLO,35683,34384,1299,3.78,15112,22705.43219,9670450846,1683.98846,2223
HINDZINC,60203,58065,2138,3.68,67565,46866.36801,46860107353,9100.02103,595
VMM,17298,16687,611,3.66,6491,6934.8079,2880046157,498.77157,110
SHRIRAMFIN,54841,52985,1856,3.5,24371,53529.18664,17097179929,3129.67429,1109
POLYCAB,34412,33266,1146,3.44,31722,55418.27613,31545669305,5483.19305,9445
HAVELLS,23201,22432,769,3.43,8255,10737.381,4017983860,548.2386,1244
