date,symbol,subject,details,category,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,classify_source
29-Jul-2026 22:58:41,AWHCL,Shareholders meeting,"Antony Waste Handling Cell Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on August 20, 2026",Shareholders meeting,0.0,0,False,False,0,none
29-Jul-2026 22:59:56,WELENT,Updates,Welspun Enterprises Limited has informed the Exchange regarding Disclosure under Regulation 36 of the SEBI Listing Regulations - Letter to the shareholders containing web-link of the Annual Report of the Company for the FY 2025-26.,Updates,-0.7,2,True,True,12,keyword
29-Jul-2026 23:01:49,TBOTEK,General Updates,"Please find enclosed the Shareholders  Letter on Unaudited Standalone and Consolidated Financial Results for the quarter ended on June 30, 2026 (Revised).",General Updates,0.2,2,True,True,10,keyword
29-Jul-2026 23:03:15,MOIL,Press Release,"MOIL Limited has informed the Exchange regarding a press release dated July 29, 2026, titled ""MOIL Reports Strong Performance in Q1 FY 2026-27; Profit After Tax Up by 70%"".",Press Release,0.0,0,False,False,0,none
29-Jul-2026 23:08:44,WELENT,Updates,Welspun Enterprises Limited has informed the Exchange regarding Business Responsibility and Sustainability Report of the Company for the FY 2025-26.,Updates,0.0,0,False,False,0,none
29-Jul-2026 23:09:38,EICHERMOT,Analysts/Institutional Investor Meet/Con. Call Updates,Eicher Motors Limited has informed the Exchange about Link of Recording,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
29-Jul-2026 23:10:31,SMLMAH,Analysts/Institutional Investor Meet/Con. Call Updates,"SML Mahindra Limited has informed the Exchange about SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 - Presentation made to the Analyst/Institutional Investor Meeting",Analysts/Institutional Investor Meet/Con. Call Updates,-0.7,2,True,True,12,keyword
29-Jul-2026 23:24:00,POWERGRID,Shareholders meeting,"Power Grid Corporation of India Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on August 20, 2026",Shareholders meeting,0.0,0,False,False,0,none
29-Jul-2026 23:29:10,AWHCL,Updates,Antony Waste Handling Cell Limited has informed the Exchange regarding 'Letter to Shareholders: Web-link to Integrated Annual Report 2026 and Notice calling for the Twenty-Fifth Annual General Meeting'.,Updates,0.0,0,False,False,0,none
29-Jul-2026 23:36:51,RPGLIFE,General Updates,"Outcome of Board Meeting held today July 29, 2026",General Updates,0.0,1,False,True,3,keyword
29-Jul-2026 23:39:12,MAXHEALTH,General Updates,"Max Healthcare Institute Limited has informed the Exchange about disclosure under regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",General Updates,-0.7,2,True,True,12,keyword
29-Jul-2026 23:41:04,RPGLIFE,Other Restructuring,Execution of Business Transfer Agreement,Other Restructuring,0.0,0,False,False,0,none
29-Jul-2026 23:44:55,RPGLIFE,General Updates,Execution of Share Purchase Agreement,General Updates,0.0,0,False,False,0,none
29-Jul-2026 23:47:48,CHOLAFIN,Shareholders meeting,"Cholamandalam Investment and Finance Company Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on July 28, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting,0.0,0,False,False,0,none
29-Jul-2026 23:51:45,RPGLIFE,Press Release,"RPG Life Sciences Limited has informed the Exchange regarding a press release dated July 29, 2026, titled ""Press release"".",Press Release,0.0,0,False,False,0,none
30-Jul-2026 00:04:52,HONAUT,Updates,Honeywell Automation India Limited has informed the Exchange regarding 'Revision in the Notice of 42 AGM'.,Updates,0.0,1,False,True,3,keyword
30-Jul-2026 00:13:57,MTARTECH,Investor Presentation,Mtar Technologies Limited has informed the Exchange about Investor Presentation,Investor Presentation,0.0,0,False,False,0,none
30-Jul-2026 00:36:05,GABRIEL,Credit Rating- Revision,Gabriel India Limited has informed the Exchange about Revision in Credit Rating of the Company,Credit Rating- Revision,0.0,0,False,False,0,none
30-Jul-2026 01:01:10,SAMBHV,Updates,"Clarification to the Corrigendum dated July 28, 2026, to the Extraordinary General Meeting Notice.",Updates,0.0,0,False,False,0,none
30-Jul-2026 02:06:17,WAAREEENER,Investor Presentation,Waaree Energies Limited has informed the Exchange about Investor Presentation,Investor Presentation,0.0,0,False,False,0,none
