symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
KALYANKJIL,63554,53873,9681,17.97,86076,58393.72242,42333935931,14347.07181,411
DRREDDY,49386,44995,4391,9.76,41770,49408.98212,30345246018,5648.08518,1335
PAGEIND,21588,19755,1833,9.28,7770,16703.95001,4832261131,812.01131,41030
NIFTY,7356150,6859408,496742,7.24,10108942,365415.78372,15804845033486,562897.72736,24053
POLYCAB,34222,32502,1720,5.29,10491,21725.95867,10145652896,1742.65396,9045
RADICO,8031,7628,403,5.28,2058,1448.93571,1172212368,285.44868,4132
SOLARINDS,25388,24146,1242,5.14,6213,9683.80499,4753518001,1163.43001,17602
LODHA,38411,36600,1811,4.95,10847,14328.68268,6253101968,1327.08218,1142
LICHSGFIN,37971,36191,1780,4.92,3965,12273.8034,914270360,143.7036,541
ETERNAL,123058,118155,4903,4.15,49772,50403.35315,31576901862,7977.288,297
LTF,31081,29992,1089,3.63,8520,12850.43602,4893019132,1202.85382,315
SWIGGY,47848,46220,1628,3.52,28566,24395.02228,12410653441,3453.59441,276
MIDCPNIFTY,98717,95364,3353,3.52,40747,15646.16487,70093764549,5927.76549,14604
MAZDOCK,36079,34893,1186,3.4,5811,7133.73309,2585273481,456.51231,2413
DIXON,113206,109516,3690,3.37,72055,51973.19307,44669275404,11983.02904,13509
EXIDEIND,29549,28657,892,3.11,7369,8120.2203,4980371652,1191.38652,419
NUVAMA,7545,7323,222,3.03,1084,1408.335,917454925,187.24925,1901
TCS,411458,400468,10990,2.74,64694,24342.92523,28297496425,5510.04925,2033
LAURUSLABS,33516,32641,875,2.68,11224,23125.41628,12456121663,3062.98163,1518
KEI,17708,17251,457,2.65,2344,4708.13507,1675557625,306.80125,4952
ADANIENT,105810,103328,2482,2.4,12243,17558.03396,10234274957,2462.45477,3038
MARUTI,129659,126776,2883,2.27,27362,10750.13234,18524639722,2260.79722,13905
PGEL,25056,24503,553,2.26,9727,5028.03574,5014598579,1271.90579,581
DMART,53706,52585,1121,2.13,4676,5678.54505,2316968176,381.30676,4006
BAJFINANCE,143885,140904,2981,2.12,22059,23042.3904,14708274465,2502.09465,1001
JSWENERGY,37924,37149,775,2.09,4382,3923.64217,2269643565,520.36815,542
BANKNIFTY,1055537,1034865,20672,2.0,472572,123119.9815,805621435700,70812.527,57266
PFC,62892,61693,1199,1.94,5242,2874.00321,2515750172,318.40172,404
HINDALCO,108770,106796,1974,1.85,14020,16067.55682,8101983428,1464.97428,957
INFY,492892,484140,8752,1.81,58303,49745.65776,20134496224,4355.12224,1047
UNIONBANK,47116,46300,816,1.76,4006,4140.58533,2448948060,562.1781,156
HAVELLS,32284,31732,552,1.74,3261,3886.4546,1638185695,369.55695,1212
COFORGE,64917,63817,1100,1.72,10259,7168.77799,6632541892,1929.19392,1456
ICICIGI,19713,19381,332,1.71,1685,2646.35442,742512078,144.79578,1784
BHARTIARTL,168194,165370,2824,1.71,45138,36487.79617,38073062652,4128.77652,1942
HYUNDAI,22389,22024,365,1.66,1628,4385.9899,421203851,56.84351,1927
TITAN,88499,87057,1442,1.66,54045,34790.19967,41269813403,5967.94653,4607
NYKAA,26724,26299,425,1.62,3937,3182.04125,3720075750,767.55437,324
NAUKRI,53798,52972,826,1.56,21398,15371.74199,12933221867,2825.50867,1213
MUTHOOTFIN,35111,34573,538,1.56,5987,7516.68483,4431227963,843.85463,3040
NTPC,121625,119822,1803,1.5,10680,9845.35695,4736965815,536.35815,345
PHOENIXLTD,14029,13826,203,1.47,4120,5705.76741,2483270618,579.31618,2052
CHOLAFIN,32137,31673,464,1.46,3030,10197.00462,2409408025,414.45525,1766
EICHERMOT,75553,74463,1090,1.46,6872,8024.52886,4405745680,720.5068,7424
AUBANK,34058,33578,480,1.43,2542,3883.57,2338175610,422.8561,1045
FINNIFTY,5890,5809,81,1.39,1302,335.03488,2054978802,176.21802,26490
TATASTEEL,127469,125743,1726,1.37,11054,4950.3883,5434242385,797.58635,186
