date,symbol,subject,details,category,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,classify_source
24-Aug-2026 23:35:30,KDDL,Record Date,KDDL Limited has informed the Exchange that Record date for the purpose of Dividend  is 08-Sep-2026.,Record Date,0.5,2,True,False,12,keyword
24-Aug-2026 23:36:46,BALAXI,Change in Director(s),BALAXI PHARMACEUTICALS LIMITED has informed the Exchange regarding Change in Director(s) of the company.,Change in Director(s),0.0,0,False,False,0,none
24-Aug-2026 23:37:58,KDDL,Updates,KDDL Limited has informed the Exchange regarding 'Record Date'.,Updates,0.0,0,False,False,0,none
24-Aug-2026 23:38:20,NITCO,Updates,Nitco Limited has informed the Exchange regarding 'Intimation of receipt of capital advance from M/s. Soumya Buildcon Private Limited'.,Updates,0.0,0,False,False,0,none
24-Aug-2026 23:39:21,MICEL,Copy of Newspaper Publication,MIC Electronics Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,0.0,0,False,False,0,none
24-Aug-2026 23:43:20,NITCO,General Updates,Nitco Limited has informed the Exchange about Execution of Memorandum of Understanding ( MOU ) with M/s HOABL Impactum Land Private Limited,General Updates,0.0,0,False,False,0,none
24-Aug-2026 23:43:23,KDDL,General Updates,Annual Report for FY 25-26,General Updates,0.0,0,False,False,0,none
24-Aug-2026 23:43:58,ZENITHSTL,Change in Management,Zenith Steel Pipes & Industries Limited has informed the Exchange about change in Management,Change in Management,0.0,0,False,False,0,none
24-Aug-2026 23:44:37,KDDL,General Updates,KDDL Limited has informed the Exchange about Record Date,General Updates,0.0,0,False,False,0,none
24-Aug-2026 23:44:37,KSR,Shareholders meeting,"KSR Footwear Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on August 24, 2026",Shareholders meeting,0.0,0,False,False,0,none
24-Aug-2026 23:45:27,HCL-INSYS,General Updates,"HCL Infosystems Limited has informed the Exchange about letter containing the weblink and the exact path of the Company s website to access the Notice of 40th Annual General Meeting (AGM) and Annual Report for the financial year 2025-26 is being sent to the shareholders, whose email addresses are no",General Updates,0.0,1,False,True,3,keyword
24-Aug-2026 23:47:02,KDDL,General Updates,KDDL Limited has informed the Exchange about Business Responsibility and Sustainability Reporting (BRSR),General Updates,0.0,0,False,False,0,none
24-Aug-2026 23:49:20,XTRANET,Analysts/Institutional Investor Meet/Con. Call Updates,Xtranet Technologies Limited has informed the Exchange about Link of Recording,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
24-Aug-2026 23:59:30,COFORGE,Press Release,"Coforge Limited has informed the Exchange regarding a press release dated August 24, 2026, titled ""From Rebrand to Reinvention: Coforge Marks Six Years of Transformation and Growth."".",Press Release,0.0,0,False,False,0,none
25-Aug-2026 00:03:21,COFORGE,Shareholders meeting,"Coforge Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on August 24, 2026",Shareholders meeting,0.0,0,False,False,0,none
25-Aug-2026 00:21:50,JASH,Updates,Jash Engineering Limited has informed the Exchange regarding 'financial results for the period ended 30-Jun-2026 in Machine Readable Form / Legible copy'.,Updates,0.2,2,True,True,10,keyword
25-Aug-2026 00:52:40,IIFL,Outcome of Board Meeting,"IIFL Finance Limited has informed the Exchange regarding Outcome of Board Meeting held on August 24, 2026.",Outcome of Board Meeting,0.0,1,False,True,3,keyword
25-Aug-2026 00:52:40,IIFL,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,IIFL Finance Limited has informed the Exchange regarding Initiation of Tax Litigation w.r.t. Material Subsidiary of the Company and Update on Tax Litigation of the Company.,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,0.0,0,False,False,0,none
25-Aug-2026 01:07:46,GEEKAYWIRE,Disclosure of material issue,Geekay Wires Limited has informed regarding Disclosure of material issue,Disclosure of material issue,0.0,0,False,False,0,none
25-Aug-2026 01:13:11,UNIONBANK,Updates,Union Bank of India has informed the Exchange regarding 'Disclosure under SEBI LODR Regulation 2015'.,Updates,-0.7,2,True,True,12,keyword
