symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
KPITTECH,44521,17593,26928,153.06,105245,56406.19446,44884172678,16683.12678,570
FINNIFTY,749,458,291,63.54,1034,1638.03207,1514902088,235.81088,26682
TATAELXSI,44534,29611,14923,50.4,50610,36572.42876,20491690268,6560.27768,3634
NIFTY,6432303,5067719,1364584,26.93,13962877,236397.91858,21846083450487,887414.18737,23995
DABUR,36546,29147,7399,25.39,33281,25040.23675,16207068812,3036.31312,433
PAGEIND,18420,15416,3004,19.49,13566,19322.36235,10006838889,2279.88889,42940
DMART,27666,23682,3984,16.82,17230,25907.76024,8695162941,2018.40441,4256
MIDCPNIFTY,51314,44996,6318,14.04,27165,17492.81472,45984263922,5440.49922,14510
MARUTI,130761,115729,15032,12.99,154414,65395.16773,107540413878,17748.78878,14325
BANKNIFTY,757324,674991,82333,12.2,532498,129461.08043,920480736981,92264.55981,57816
NESTLEIND,33125,30125,3000,9.96,18025,11714.0799,12152212570,2561.9257,1444
360ONE,15488,14088,1400,9.94,3750,9365.91475,1140126330,256.4633,1073
PGEL,18992,17294,1698,9.82,6358,3895.47348,3050890049,968.27049,546
CDSL,35809,32919,2890,8.78,14059,10294.02111,8127813772,1803.13272,1333
TITAN,68510,63002,5508,8.74,35811,25274.02925,26288280079,5216.21329,4459
BAJAJHLDNG,4404,4055,349,8.61,792,1895.38991,452081657,103.16657,10640
TORNTPHARM,29410,27389,2021,7.38,7494,5905.8873,3869076703,745.32953,4599
MARICO,18678,17451,1227,7.03,6536,8867.74632,5962236564,1199.46564,851
KAYNES,35154,32845,2309,7.03,8226,11088.88795,2970125394,1044.95394,3167
CAMS,10967,10251,716,6.98,3315,3621.11417,1885607270,472.5152,793
APOLLOHOSP,25568,23910,1658,6.93,4872,3174.37818,5015028280,475.8453,8673
ASHOKLEY,56458,52963,3495,6.6,18350,21479.041,13373292700,3741.802,161
DIVISLAB,42831,40204,2627,6.53,6722,3716.68911,4157927799,503.67799,6566
JINDALSTEL,28626,26878,1748,6.5,5497,9186.0875,2788286668,540.36668,1037
BAJAJFINSV,67217,63162,4055,6.42,18906,12132.95355,9051328647,1677.04647,1773
RADICO,5005,4709,296,6.29,800,756.37824,408213769,81.71269,3943
KALYANKJIL,39534,37208,2326,6.25,9096,8828.32149,4103063437,1346.16937,385
PHOENIXLTD,14046,13227,819,6.19,3554,3031.41783,2236727146,669.51146,1981
KFINTECH,15145,14262,883,6.19,3062,4825.11917,1098674959,320.09709,884
POWERINDIA,28963,27368,1595,5.83,6990,10322.8086,5246439635,1057.77135,34650
DIXON,95691,90472,5219,5.77,21529,19121.56401,11120895195,2811.45195,11883
ASIANPAINT,48699,46132,2567,5.56,13517,7256.99535,8508284697,1285.69697,2679
SHREECEM,17863,16924,939,5.55,9186,10860.41335,4824456557,841.37807,25955
TECHM,46923,44476,2447,5.5,10696,15852.51084,7515522036,1642.98036,1373
HEROMOTOCO,77287,73353,3934,5.36,29588,19052.99173,20369854668,4254.42168,4858
DRREDDY,37993,36164,1829,5.06,8714,6595.29768,6882893375,1167.87125,1344
LICHSGFIN,31211,29710,1501,5.05,5755,9548.3843,2303791090,475.8609,552
LUPIN,17937,17085,852,4.99,4080,4830.20579,3569455528,390.65528,2405
MPHASIS,20966,19989,977,4.89,2777,6442.95569,1058198658,326.21908,2149
M&M,144665,138127,6538,4.73,68693,47654.46974,39518077860,9132.4586,3161
LODHA,25076,23943,1133,4.73,5721,6047.06206,2961773156,933.23156,969
HINDALCO,96114,91811,4303,4.69,15007,19039.10134,8486630341,1725.41341,948
TIINDIA,11446,10937,509,4.65,2264,4494.50384,992102662,300.54662,3057
ETERNAL,113458,108487,4971,4.58,28423,37926.12093,15454364804,4812.68992,269
APLAPOLLO,19209,18381,828,4.5,2902,6421.7202,1214161623,255.05623,1780
COFORGE,56946,54494,2452,4.5,13149,17266.09173,7529807283,2159.85283,1412
SBICARD,57623,55148,2475,4.49,8017,6653.12832,3399825416,423.13416,592
JUBLFOOD,23327,22370,957,4.28,3459,4234.70775,1458010062,335.91312,419
POLYCAB,24701,23725,976,4.11,6604,12111.64112,7058514708,1452.02208,9819
NIFTYNXT50,662,636,26,4.09,47,847.77754,0,0.0,71929
SUNPHARMA,75557,72605,2952,4.07,13368,6205.44704,8250956976,960.54976,1874
LT,113669,109244,4425,4.05,15824,11036.72556,10640214814,1635.63314,4135
PNBHOUSING,18178,17478,700,4.01,3615,8419.26696,1717290185,554.61185,1057
KEI,15009,14451,558,3.86,1825,3979.24261,1359228774,314.60024,5399
VBL,54180,52175,2005,3.84,11694,18469.96288,6088104778,1424.03653,521
MCX,73237,70606,2631,3.73,76749,77832.8329,44690842579,13934.28829,2970
KOTAKBANK,117888,113680,4208,3.7,18016,23479.349,12295346020,2664.1602,394
BSE,67681,65269,2412,3.7,21982,23735.3921,15386810674,4495.10674,3916
BIOCON,23618,22780,838,3.68,8915,24224.527,7323015700,1659.532,420
INOXWIND,22326,21547,779,3.62,3939,4382.84992,1942142016,604.26816,90
MUTHOOTFIN,29936,28910,1026,3.55,5267,4701.00369,4000779574,835.69574,2973
MANKIND,14007,13558,449,3.31,1883,2308.44022,993681832,251.86832,2522
ANGELONE,14117,13669,448,3.28,2211,4372.61475,1468357625,441.32625,331
TATASTEEL,112783,109210,3573,3.27,14654,8629.66087,7056008932,1275.35182,188
RVNL,32089,31074,1015,3.27,4474,4076.36209,1776011987,403.45362,239
AMBER,28115,27237,878,3.22,3668,4759.201,2393308098,636.88098,7514
FORCEMOT,12335,11952,383,3.2,3142,2572.98374,1278377014,420.64514,18542
TATACONSUM,37845,36673,1172,3.2,6553,9052.26267,3128872087,676.49087,1086
ABCAPITAL,18920,18342,578,3.15,2407,4872.03874,2561349239,502.40739,392
HDFCLIFE,45427,44050,1377,3.13,4355,4120.27154,2425599407,442.97407,571
LAURUSLABS,27030,26232,798,3.04,7797,23321.41345,7883016127,2001.21127,1486
GLENMARK,39167,38024,1143,3.01,5183,7638.85185,3634123158,874.63158,2168
HCLTECH,143347,139190,4157,2.99,18195,16234.62456,6395575152,1526.87152,1058
TMPV,87239,84732,2507,2.96,13619,10413.93408,7077556720,1503.8872,351
JSWSTEEL,71845,69784,2061,2.95,5674,8872.31286,3880057815,675.36315,1223
HAVELLS,27788,26991,797,2.95,11765,15079.6821,5723459515,1414.69515,1199
ICICIGI,16941,16468,473,2.87,1542,1804.43588,734054096,122.48596,1749
ADANIPORTS,64454,62656,1798,2.87,23230,31348.78191,17597658825,3541.42325,1847
OFSS,20928,20345,583,2.87,6661,13380.6058,6032819646,1757.89646,10932
ITC,146586,142559,4027,2.82,21081,9109.53283,9867986820,1429.39658,289
VEDL,100810,98088,2722,2.78,11797,5337.03005,3496277805,879.59555,278
INDIGO,72405,70454,1951,2.77,14299,9211.95762,10536794205,2127.06705,5377
IOC,41495,40400,1095,2.71,3081,3941.08162,1783748898,308.45148,138
DLF,63884,62221,1663,2.67,6613,9535.49722,3046315780,750.4353,626
BLUESTARCO,12805,12480,325,2.6,1096,831.2291,517438613,80.92113,1622
CGPOWER,28170,27459,711,2.59,4523,6676.24535,3184099022,911.02022,961
PATANJALI,26478,25823,655,2.54,3066,4636.24914,937703418,256.03543,413
HINDUNILVR,81836,79815,2021,2.53,28044,23975.19411,16317699006,3000.27006,2166
UNITDSPR,30631,29877,754,2.52,3646,3308.77256,1699335540,322.7554,1367
PIIND,25328,24707,621,2.51,2745,2243.31205,1062717325,233.64325,2582
PAYTM,36320,35442,878,2.48,9987,15465.84239,7144358060,2296.4156,1179
VOLTAS,32716,31930,786,2.46,4896,4147.92075,2091896726,451.46726,1285
BRITANNIA,25247,24645,602,2.44,5622,6700.41092,3090717308,631.54808,5215
PREMIERENE,15643,15278,365,2.39,875,1459.43635,466879250,144.8575,1042
COALINDIA,77435,75630,1805,2.39,7688,4761.34821,4229195976,579.65976,437
BHARTIARTL,146555,143203,3352,2.34,14206,14302.88165,11399816526,1485.29526,1861
IRFC,34425,33644,781,2.32,4294,3332.51457,1927610620,410.9942,91
GODFRYPHLP,7598,7426,172,2.32,416,987.27293,160594214,50.10214,2175
GMRAIRPORT,31310,30614,696,2.27,3252,5224.6935,2097498703,556.99978,113
LICI,24016,23501,515,2.19,3686,3214.79004,1959000428,392.71428,436
SUPREMEIND,20589,20151,438,2.17,2703,2748.51643,1297542426,276.89926,3172
MAZDOCK,29263,28649,614,2.14,3967,4637.56743,1755046122,409.15122,2494
DALBHARAT,17105,16749,356,2.13,1137,2808.0739,350141314,82.21814,1713
BOSCHLTD,14295,13998,297,2.12,1084,2203.01118,906389293,193.39293,40135
ADANIGREEN,45924,44970,954,2.12,3275,6589.26018,2414095620,711.5562,1502
INDIANB,21164,20733,431,2.08,1804,4334.0822,1092743880,266.6013,821
WAAREEENER,50821,49791,1030,2.07,5074,4066.3554,2280545823,599.97073,2926
GRASIM,58327,57146,1181,2.07,3222,3081.6094,2236988907,298.43907,3113
SAIL,42263,41408,855,2.06,2518,7191.62933,1365369881,350.46631,170
MANAPPURAM,18750,18371,379,2.06,1850,5192.8638,1287618870,320.7387,320
BANKBARODA,52559,51513,1046,2.03,4411,8152.90164,2833373614,624.64077,273
NBCC,21175,20757,418,2.01,1056,1741.4215,578337760,151.6476,104
SUZLON,47980,47044,936,1.99,5738,9578.45176,3554241050,917.1305,59
HINDZINC,45527,44646,881,1.97,5489,6255.40247,3113206449,580.56449,529
LTM,39484,38726,758,1.96,6978,5766.38623,3356973561,1044.78561,3598
NATIONALUM,45617,44746,871,1.95,5078,8893.49887,2493140493,618.56118,340
IEX,24475,24008,467,1.95,1292,1430.62104,588882163,129.11713,124
NYKAA,20878,20480,398,1.94,2432,5116.53593,1878775218,401.11156,310
ONGC,72576,71194,1382,1.94,7113,5176.15537,3386407297,593.43547,234
GODREJCP,26583,26077,506,1.94,5077,4779.08065,2245829120,503.3412,1036
JSWENERGY,27657,27131,526,1.94,3540,3838.57871,1893070657,530.36157,578
PRESTIGE,14541,14266,275,1.93,1640,3932.58618,804179205,241.67205,1587
CANBK,70732,69408,1324,1.91,5636,11441.90947,3829656105,1001.71755,127
INFY,475244,466405,8839,1.9,61692,32883.0514,22787810612,5576.20612,998
BAJFINANCE,128562,126206,2356,1.87,18114,26358.05535,11297203972,2411.31472,1015
ICICIBANK,220849,216835,4014,1.85,18196,23422.14,15522352986,2618.76986,1375
BHEL,37998,37316,682,1.83,5226,13261.98903,4550251335,1321.86022,419
NMDC,66156,64971,1185,1.82,3150,2999.34495,1599285060,305.7156,84
ASTRAL,28178,27677,501,1.81,6793,4844.6866,3532153835,723.39335,1346
AUROPHARMA,28546,28039,507,1.81,3812,4566.77716,2892953382,558.44382,1557
JIOFIN,95513,93820,1693,1.8,6480,6647.8022,3072357946,653.15571,237
RELIANCE,422998,415542,7456,1.79,66776,45561.23995,40390957675,7249.52675,1306
BAJAJ-AUTO,61696,60612,1084,1.79,20274,14992.67083,13878990292,2632.35292,9842
AMBUJACEM,83659,82195,1464,1.78,4589,7468.41216,1671936804,280.68804,420
NTPC,105826,103978,1848,1.78,6199,2637.0411,3139127610,370.1886,356
HDFCAMC,23387,22981,406,1.77,4940,4625.09208,3163616412,454.18812,2686
YESBANK,58252,57245,1007,1.76,6099,10852.1273,3698020140,803.1264,24
CUMMINSIND,24865,24437,428,1.75,3051,8698.77288,2659152818,499.22818,5725
EICHERMOT,69084,67917,1167,1.72,17266,12362.60664,11605520135,2144.30135,7121
ABB,25931,25497,434,1.7,2498,3138.75232,1962952848,397.34098,7044
FEDERALBNK,46696,45939,757,1.65,3402,6280.04225,2221158075,469.70575,329
INDUSINDBK,71062,69915,1147,1.64,7944,11261.131,4231154375,1084.62375,935
UNIONBANK,30921,30455,466,1.53,2359,5050.87996,1358485531,353.10969,173
SWIGGY,39532,38947,585,1.5,3288,4698.2351,1058969098,295.59598,242
HAL,59653,58798,855,1.45,7046,4879.0263,4337020008,969.62508,4420
MOTHERSON,29229,28811,418,1.45,2731,6308.87233,1958875429,493.06579,147
WIPRO,161097,158800,2297,1.45,10967,7778.0676,5193188610,1329.3111,170
AXISBANK,115067,113433,1634,1.44,13834,17598.44806,10283058393,2081.39643,1364
IDFCFIRSTB,51379,50656,723,1.43,3194,4723.99865,1923870956,315.94731,78
BHARATFORG,24289,23949,340,1.42,3146,7757.3205,2600750555,513.90555,2111
HINDPETRO,31041,30607,434,1.42,1712,2957.79093,1115299611,231.05736,392
BPCL,33752,33282,470,1.41,3923,3648.97662,2051261563,442.27063,301
MOTILALOFS,7385,7283,102,1.4,469,1526.27353,201581057,63.43057,955
NUVAMA,6249,6163,86,1.4,1254,3148.08675,828070060,226.0006,1786
SBIN,164431,162170,2261,1.39,18960,14672.55817,13640910937,2127.30937,1035
UNOMINDA,11659,11499,160,1.39,1178,2755.52167,455421241,101.30241,1092
MAXHEALTH,32575,32133,442,1.38,2695,1604.02221,1498031813,324.83813,1131
TCS,363027,358126,4901,1.37,39258,21970.82436,16629273582,3941.73582,2036
UPL,33433,32982,451,1.37,1607,2455.84603,1034945693,214.53118,570
NAM-INDIA,11344,11192,152,1.36,473,1846.53225,167080262,39.30262,1177
SHRIRAMFIN,55635,54894,741,1.35,8876,16999.32036,6114483713,1577.52713,1055
BANKINDIA,22536,22242,294,1.32,1543,4101.73244,767372632,160.70132,141
PFC,53482,52787,695,1.32,2981,2903.00855,1391715611,270.40611,426
SONACOMS,17279,17057,222,1.3,1668,4034.37947,894567458,283.33208,619
RECLTD,43660,43112,548,1.27,2354,2535.23702,1128736791,250.79166,364
ADANIPOWER,48200,47597,603,1.27,3089,8700.56684,1709036527,549.58402,224
COCHINSHIP,16813,16607,206,1.24,3141,3881.70964,1553495228,448.71228,1496
BDL,22885,22607,278,1.23,3566,2371.3722,1865705800,418.948,1366
SBILIFE,27392,27064,328,1.21,1648,2007.72082,920832978,180.35478,1763
PETRONET,22228,21962,266,1.21,863,1082.68802,368764749,51.99749,281
SOLARINDS,20298,20056,242,1.21,4936,5280.57057,4253068304,960.05804,18538
DELHIVERY,19519,19295,224,1.16,1723,3480.29561,1411589673,345.15923,477
BANDHANBNK,41917,41443,474,1.14,4061,7538.60232,2369109888,734.25888,205
MFSL,24368,24096,272,1.13,1404,2991.00356,612326068,97.74068,1586
TATAPOWER,67465,66716,749,1.12,5207,4053.86824,2612387512,513.54012,385
SRF,24549,24280,269,1.11,1878,1826.534,875830424,199.92424,2715
FORTIS,15648,15477,171,1.1,1874,2038.81195,1072455571,97.29071,957
INDUSTOWER,69144,68390,754,1.1,3331,5332.03657,1702680628,300.50628,390
HDFCBANK,659388,652221,7167,1.1,44274,42661.93574,19421683144,4154.55644,798
RBLBANK,21420,21189,231,1.09,1469,6561.49246,1104097391,317.25266,368
INDHOTEL,30679,30350,329,1.08,2046,3560.7398,1144034930,232.8993,716
PIDILITIND,16241,16067,174,1.08,1426,2187.45105,883588370,107.9337,1582
LTF,28208,27908,300,1.07,5664,9732.36757,3110639962,1024.01212,313
AUBANK,30464,30142,322,1.07,2040,5062.8166,1672235850,400.0585,1040
ADANIENSOL,32471,32128,343,1.07,1735,6040.20901,1200698538,398.60538,1503
NHPC,26380,26105,275,1.05,4012,2981.97534,2002376662,308.97962,80
POWERGRID,50850,50324,526,1.05,2416,1952.87757,1152540608,195.56358,287
TRENT,57939,57346,593,1.03,5293,5460.58064,3449347166,924.07173,3283
IREDA,21907,21686,221,1.02,2168,2271.64864,1051945619,239.92319,128
VMM,8936,8848,88,0.99,1117,3077.39969,353121176,96.44176,118
IDEA,104395,103377,1018,0.98,6448,10335.23496,6102157397,1384.97822,14
OBEROIRLTY,20522,20325,197,0.97,1433,1997.32137,721535675,193.44675,1768
CONCOR,22857,22644,213,0.94,1202,1854.32037,554672187,119.97187,479
GODREJPROP,32955,32665,290,0.89,5630,4197.69441,3022540339,702.01339,1893
SIEMENS,26554,26322,232,0.88,1642,2536.50341,801325637,186.11887,3598
ICICIPRULI,23103,22912,191,0.83,782,1209.51094,246406744,57.12494,491
CIPLA,44656,44302,354,0.8,5460,3500.26583,3128593006,583.63256,1458
CROMPTON,27018,26810,208,0.78,1542,2348.43898,708930207,158.34707,274
TVSMOTOR,87158,86495,663,0.77,6730,8164.31801,3439079600,953.5635,3483
POLICYBZR,24407,24231,176,0.73,1383,1760.49293,619352513,177.72513,1651
PERSISTENT,89148,88539,609,0.69,23399,19219.99307,11552499713,3419.62213,4350
HYUNDAI,21828,21683,145,0.67,1400,1977.87337,568497025,140.75025,1923
BEL,123076,122260,816,0.67,7796,6853.55517,4079328219,849.74844,413
CHOLAFIN,28476,28288,188,0.66,1643,5424.3675,1263675675,231.50675,1790
GAIL,28412,28234,178,0.63,1471,1840.55323,744240850,110.629,173
ULTRACEMCO,60470,60106,364,0.61,8463,7469.92932,4078913700,673.687,11449
PNB,50859,50576,283,0.56,4075,9080.0,2688752800,633.768,107
ALKEM,11951,11889,62,0.52,1290,1574.21161,748521513,102.15263,5530
GVT&D,17633,17548,85,0.48,1085,2233.41495,490544815,183.07315,4968
OIL,15913,15850,63,0.4,542,954.44272,227618034,45.98034,412
NAUKRI,36686,36574,112,0.31,967,1611.11208,379170924,104.01424,986
ADANIENT,85296,85060,236,0.28,13462,22156.71763,10682250954,2663.80074,3061
ZYDUSLIFE,15936,15923,13,0.08,1650,3874.05108,1327582287,207.19287,1115
EXIDEIND,21566,21572,-6,-0.03,2112,2071.68192,1344151458,255.97458,387
COLPAL,23733,23836,-103,-0.43,5557,7332.66905,2441863292,528.22792,2031
