symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
NIFTY,12278516,9593289,2685227,27.99,34685088,233702.92311,54003458030795,1020981.77545,23797
SOLARINDS,46901,39637,7264,18.33,61696,36165.82639,66193636052,13674.86052,22100
MANAPPURAM,37752,34642,3110,8.98,17365,22851.3375,15553700160,3551.3016,325
CGPOWER,35679,32942,2737,8.31,28230,13821.66351,21183869481,4063.33481,899
KEI,44845,41596,3249,7.81,25725,12046.88707,21538116083,3211.86083,4760
LTM,39889,37045,2844,7.68,17879,12034.72672,11022861753,2554.56753,4424
ICICIPRULI,26503,25052,1451,5.79,5751,4762.99945,2195491468,334.88968,484
RVNL,45398,43002,2396,5.57,17365,6589.40763,6766533119,1291.04244,214
BANKNIFTY,1076061,1019804,56257,5.52,697252,156815.49323,1188778979615,89148.80615,57088
FINNIFTY,13216,12526,690,5.51,7504,517.38885,11860093980,1107.0798,25963
BRITANNIA,35643,33905,1738,5.13,6792,2732.54711,4185783865,366.40115,5056
POLYCAB,68642,65394,3248,4.97,33122,21419.06633,33476669567,4632.69567,8223
SUPREMEIND,20817,19936,881,4.42,19527,5679.80574,12144590470,2110.3422,3579
SBIN,271909,260925,10984,4.21,78547,41778.11092,57330013372,6460.25872,1004
MOTILALOFS,13654,13108,546,4.17,5973,9081.45883,4108513483,876.58483,1053
ATHERENERG,31158,29950,1208,4.03,19373,11021.15122,11031674801,2537.02301,1602
INFY,302433,290883,11550,3.97,94528,36621.71008,39472582596,6703.18596,1097
OFSS,26397,25451,946,3.72,7193,10487.09769,7786756026,1610.26026,11820
COCHINSHIP,26367,25445,922,3.62,5435,3349.42168,3078556532,625.56532,1516
WIPRO,107655,104006,3649,3.51,17700,14028.8529,8155692810,1185.1281,174
MIDCPNIFTY,95423,92364,3059,3.31,36210,6690.96465,64048551558,4923.24558,14708
TATAELXSI,32270,31242,1028,3.29,4851,2592.38362,1978769133,284.69133,3509
JSWSTEEL,80484,78037,2447,3.14,14023,13904.36145,11362187040,1537.0404,1309
PERSISTENT,48594,47129,1465,3.11,16993,10581.93765,11100596961,2033.84461,5578
INDIANB,20502,19891,611,3.07,4060,3137.2872,3336058730,542.5873,871
NIFTYFPI,105,102,3,2.94,21,0.0,0,0.26587,1547
MPHASIS,24214,23577,637,2.7,4531,3482.61325,2724879660,549.4921,2366
KPITTECH,27918,27211,707,2.6,4418,2437.28409,1831860687,297.53187,568
HCLTECH,92688,90352,2336,2.59,18624,8283.87048,9077599040,1509.3904,1273
KFINTECH,18584,18117,467,2.58,2302,1760.07965,1105537688,198.80188,930
DIVISLAB,63211,61668,1543,2.5,18363,9152.60363,16289399633,2297.09633,9273
JINDALSTEL,38312,37432,880,2.35,6548,4454.7095,4369349581,744.87081,1137
BHARATFORG,29698,29035,663,2.28,7137,11592.8862,6041971780,961.2178,1943
HAL,77624,75892,1732,2.28,24320,9108.85606,17457276540,3231.3654,4887
CDSL,52977,51849,1128,2.18,45775,27249.62719,29167541159,5971.27159,1433
LUPIN,37056,36287,769,2.12,4139,4773.31019,3368725210,444.8571,2116
MAZDOCK,43298,42426,872,2.06,6974,2452.3116,3834181597,707.30347,2478
DMART,56901,55766,1135,2.04,6078,4043.32416,3124255293,355.00293,3718
TECHM,47983,47029,954,2.03,10749,7669.63014,9606158286,1432.94286,1565
HAVELLS,34544,33871,673,1.99,4801,4527.40345,2387853575,334.13575,1149
UNOMINDA,15005,14716,289,1.96,2357,2192.71899,1418129284,238.57284,1229
KALYANKJIL,57861,56755,1106,1.95,7495,4790.68573,5838257628,1488.78378,597
FEDERALBNK,52318,51339,979,1.91,10370,10017.18925,8095382575,1001.70075,339
VMM,20408,20027,381,1.9,2310,3203.57341,912650011,152.90886,105
ONGC,61147,60008,1139,1.9,6277,2820.27172,3108442815,399.0969,233
BDL,47959,47089,870,1.85,10906,3382.57053,5838184382,1045.85882,1263
INDUSTOWER,77476,76077,1399,1.84,11341,8132.00831,6750175618,1250.59718,381
NATIONALUM,45252,44486,766,1.72,5096,4320.71231,3294917362,554.42362,369
IEX,29157,28668,489,1.71,2567,1707.2458,1210086480,176.10105,118
ZYDUSLIFE,20796,20448,348,1.7,3578,4062.90096,3362315445,524.21445,1134
HEROMOTOCO,59527,58545,982,1.68,15647,5516.3208,12328574886,1768.49886,5318
UNIONBANK,38110,37483,627,1.67,4805,5576.49739,3522524391,564.55079,184
FORCEMOT,18389,18087,302,1.67,2973,1063.30718,1263051959,160.14459,17700
SWIGGY,91267,89820,1447,1.61,27019,31881.60408,10942026301,2483.65801,279
CANBK,75574,74384,1190,1.6,5240,6957.5868,3896775135,675.5076,124
BAJAJ-AUTO,55975,55121,854,1.55,18251,7788.59911,15669340443,1711.90443,11767
BHEL,50928,50154,774,1.54,8614,13665.40638,8618256228,1741.82478,428
DABUR,48504,47788,716,1.5,3335,2078.337,1440695800,169.708,378
360ONE,15078,14862,216,1.45,1494,1558.83185,733592670,91.3267,1138
MARUTI,160543,158264,2279,1.44,45698,13291.68669,28776719664,3060.94664,12744
GODREJCP,54571,53811,760,1.41,5430,2694.47275,2183425300,273.253,867
POWERINDIA,49277,48594,683,1.41,11387,6191.08488,9153899262,1401.36762,32060
