date,symbol,subject,details,category,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,classify_source
07-Sep-2026 17:58:52,SIGNPOST,Spurt in Volume,"Significant increase in volume has been observed in Signpost India Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response",Spurt in Volume,0.0,0,False,False,0,none
07-Sep-2026 17:58:52,TRITURBINE,Copy of Newspaper Publication,"Triveni Turbine Limited has informed the Exchange about Copy of Newspaper Publication pertaining to the intimation to shareholders regarding the proposed transfer of the equity shares to the IEPF Authority in respect of shareholders who have not claimed dividends for seven or more consecutive years,",Copy of Newspaper Publication,0.0,0,False,False,0,none
07-Sep-2026 17:59:01,PITTIENG,Spurt in Volume,"Significant increase in volume has been observed in Pitti Engineering Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The respo",Spurt in Volume,0.0,0,False,False,0,none
07-Sep-2026 17:59:06,CTE,Record Date,Cambridge Technology Enterprises Limited has informed the Exchange that Record date for the purpose of Meeting  is 22-Sep-2026.,Record Date,0.0,0,False,False,0,none
07-Sep-2026 17:59:10,PDMJEPAPER,Spurt in Volume,"Significant increase in volume has been observed in Pudumjee Paper Products Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The",Spurt in Volume,0.0,0,False,False,0,none
07-Sep-2026 17:59:32,PARASPETRO,Shareholders meeting,"Paras Petrofils Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 29, 2026",Shareholders meeting,0.0,0,False,False,0,none
07-Sep-2026 17:59:39,EMAMIREAL,Shareholders meeting,"Emami Realty Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 29, 2026",Shareholders meeting,0.0,0,False,False,0,none
07-Sep-2026 18:00:19,HOMEFIRST,Analysts/Institutional Investor Meet/Con. Call Updates,Home First Finance Company India Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
07-Sep-2026 18:02:11,MAITHANALL,Copy of Newspaper Publication,Maithan Alloys Limited has informed the Exchange about newspaper publication relating to dispatch of Notice of the 41st Annual General Meeting of the Company.,Copy of Newspaper Publication,0.0,0,False,False,0,none
07-Sep-2026 18:02:44,BOHRAIND,Updates,Bohra Industries Limited has informed the Exchange regarding 'Intimation of 30th Annual General Meeting'.,Updates,0.0,0,False,False,0,none
07-Sep-2026 18:02:50,XTGLOBAL,Copy of Newspaper Publication,"Dear Sir/Madam,Pursuant to Regulation 30 and 47 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 and in compliance with General Circulars issued by the Ministry of Corporate Affairs and the Securities and Exchange Board of India on time-to-time, please find enclosed he",Copy of Newspaper Publication,-0.7,2,True,True,12,keyword
07-Sep-2026 18:02:52,JAYKAY,Shareholders meeting,"Jaykay Enterprises Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 29, 2026",Shareholders meeting,0.0,0,False,False,0,none
07-Sep-2026 18:03:02,JAIPURKURT,Shareholders meeting,Nandani Creation Limited has informed the Exchange about Shareholders meeting,Shareholders meeting,0.0,0,False,False,0,none
07-Sep-2026 18:03:17,SILGO,General Updates,"Silgo Retail Limited has informed the Exchange about the Report under Regulation 10(6) of the SEBI (Substantial Acquisition of Shares and Takeovers) Regulations, 2011",General Updates,0.6,3,True,False,15,keyword
07-Sep-2026 18:04:34,GULFOILLUB,Resignation of Director/KMP/SMP,Gulf Oil Lubricants India Limited has informed the Exchange about Resignation of Director/KMP/SMP,Resignation of Director/KMP/SMP,0.0,0,False,False,0,none
07-Sep-2026 18:04:39,DMART,Updates,Avenue Supermarts Limited has informed the Exchange regarding 'Store Opening '.,Updates,0.0,0,False,False,0,none
07-Sep-2026 18:05:43,BANKINDIA,Analysts/Institutional Investor Meet/Con. Call Updates,Bank Of India has informed the Exchange about Analyst/Investor Meet as on 07-09-2026,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
07-Sep-2026 18:06:38,SHIPROCKET,Change in Auditors,Shiprocket Limited has informed the Exchange regarding Change in Auditors of the company.,Change in Auditors,0.0,0,False,False,0,none
07-Sep-2026 18:08:33,SHIPROCKET,Change in Auditors,Shiprocket Limited has informed the Exchange regarding Change in Auditors of the company.,Change in Auditors,0.0,0,False,False,0,none
07-Sep-2026 18:08:39,SAHLIBHFI,Press Release,"Shalibhadra Finance Limited has informed the Exchange regarding a press release dated September 07, 2026, titled ""Shalibhadra Finance Limited Announces Expansion into Used Commercial Vehicle Financing"".",Press Release,0.0,0,False,False,0,none
