symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
EXIDEIND,27073,21853,5220,23.89,43369,37648.34838,29349550998,8771.05998,410
DMART,30256,26828,3428,12.78,15734,21990.28113,8078106664,1856.76664,4236
FINNIFTY,1332,1184,148,12.5,836,405.6834,1320323424,188.42424,26904
NIFTY,7221852,6571666,650186,9.89,11567402,214156.573,18134187794736,569520.69486,24125
CGPOWER,32944,30430,2514,8.26,11043,17930.97176,7537265520,1950.8452,958
FORCEMOT,13942,12935,1007,7.79,8333,5638.33218,3564308196,1085.08196,18632
POWERINDIA,33656,31317,2339,7.47,13214,15064.55594,10143546638,1995.09138,33870
KPITTECH,63184,58810,4374,7.44,36935,21375.62592,14544929486,3777.20236,562
MOTILALOFS,8378,7813,565,7.23,2326,4327.28062,1370793836,441.95336,969
BOSCHLTD,15219,14204,1015,7.15,3928,5091.08614,3685890650,627.2815,40925
SRF,26990,25327,1663,6.57,12495,9772.02732,6185004386,1550.16386,2788
NHPC,30116,28496,1620,5.69,4924,5164.23503,2314084510,392.3831,79
NAUKRI,39405,37439,1966,5.25,15639,13039.98696,7821079420,2348.7442,1039
OFSS,23082,21935,1147,5.23,15725,15570.6161,16447949180,4929.5918,11260
INDIANB,22769,21785,984,4.52,6214,17382.162,3497039960,777.3371,813
GVT&D,19121,18313,808,4.41,4981,5464.3694,2628684467,799.71967,4784
MCX,75024,71867,3157,4.39,32976,32045.12291,19652313530,5756.4353,3011
DELHIVERY,24432,23420,1012,4.32,14412,26098.6335,13060258350,3283.17725,504
PRESTIGE,17036,16334,702,4.3,3722,7017.30171,2151475069,700.09069,1661
HEROMOTOCO,84722,81382,3340,4.1,18659,12403.67758,12697762315,2250.44815,4798
LT,129034,123956,5078,4.1,20575,19816.6819,13060571804,2118.68804,4039
ASIANPAINT,52572,50540,2032,4.02,6970,4056.77812,4403196890,566.5689,2724
BAJAJ-AUTO,65708,63235,2473,3.91,16344,14571.33669,10776863858,1756.28858,9790
MANKIND,15123,14556,567,3.9,2244,756.87682,1430387767,145.47767,2489
SWIGGY,42101,40560,1541,3.8,8962,9101.48049,3397986425,1012.973,250
MIDCPNIFTY,67533,65074,2459,3.78,23776,5253.47862,41224453149,4508.53149,14582
ABB,27108,26145,963,3.68,4567,6006.96702,3447334783,836.59783,6855
GODREJCP,28200,27211,989,3.63,4255,3602.6562,1940284485,404.29485,1046
INOXWIND,23779,22959,820,3.57,1888,1628.51712,1014382208,170.63808,89
TVSMOTOR,92601,89481,3120,3.49,31244,33368.26347,16728454443,4348.55443,3534
BHEL,41980,40618,1362,3.35,8529,22108.52647,7200920895,1713.34957,404
APOLLOHOSP,27941,27040,901,3.33,3374,1465.84451,3544590175,305.83925,8645
UNIONBANK,33371,32314,1057,3.27,3253,9540.00795,1638685602,367.91352,174
SONACOMS,18420,17855,565,3.16,5585,11403.21434,3316869963,975.88338,632
ETERNAL,119833,116285,3548,3.05,31198,39488.11363,18226166091,5216.89716,281
NAM-INDIA,12658,12294,364,2.96,1911,2595.05481,1240523243,382.73243,1207
KFINTECH,16013,15556,457,2.94,4801,5184.90736,1992024652,672.29402,889
BHARTIARTL,154020,149854,4166,2.78,17696,15914.08179,14362368607,1727.88607,1858
COFORGE,63196,61489,1707,2.78,33657,44277.67576,19368984769,6507.26269,1440
ASHOKLEY,61567,59947,1620,2.7,10506,16098.608,7351259550,1940.2205,163
KEI,16700,16272,428,2.63,2948,3580.93163,2259718653,596.09903,5245
BAJAJFINSV,73426,71604,1822,2.54,16874,8904.00348,8564479650,1793.1765,1820
