date,symbol,subject,details,category,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,classify_source
11-Aug-2026 23:37:54,ASHIANA,Investor Presentation,Ashiana Housing Limited has informed the Exchange about Investor Presentation,Investor Presentation,0.0,0,False,False,0,none
11-Aug-2026 23:39:39,FOODSIN,Disclosure of material issue,"Pursuant to Regulation 30 read with Part A of Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( SEBI Listing Regulations ), and in continuation of the earlier disclosures dated June 10, 2026 regarding the resignation of Mr. Anand Krishnan and June 30, 202",Disclosure of material issue,-0.7,2,True,True,12,keyword
11-Aug-2026 23:39:40,SADBHIN,Outcome of Board Meeting,Please find enclosed outcome of meeting of board of directors held on 11th august 2026,Outcome of Board Meeting,0.0,1,False,True,3,keyword
11-Aug-2026 23:42:24,SADBHIN,General Updates,Sadbhav Infrastructure Project Limited has informed the Exchange about General Updates,General Updates,0.0,0,False,False,0,none
11-Aug-2026 23:44:03,FOODSIN,Disclosure of material issue,"Pursuant to the provisions of Regulation 30 read with Part A of Schedule III of the SEBI (LODR) Regulations, 2015 ( SEBI Listing Regulations ), The Company hereby informs that Mr. Ameya T. Masurkar has resigned from the position of Company Secretary & Compliance Officer of the Company with effect fr",Disclosure of material issue,-0.7,2,True,True,12,keyword
11-Aug-2026 23:45:55,SADBHIN,Outcome of Board Meeting,"Sadbhav Infrastructure Project Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",Outcome of Board Meeting,0.2,2,True,True,10,keyword
11-Aug-2026 23:48:44,SADBHIN,Appointment,"Sadbhav Infrastructure Project Limited has informed the Exchange regarding Appointment of Mr Jaldeep Pte as Non- Executive Independent Director of the company w.e.f. August 11, 2026.",Appointment,0.0,0,False,False,0,none
11-Aug-2026 23:49:18,FOODSIN,Resignation of Director/KMP/SMP,Foods & Inns Limited has informed the Exchange about Resignation of Director/KMP/SMP,Resignation of Director/KMP/SMP,0.0,0,False,False,0,none
11-Aug-2026 23:50:42,SADBHIN,Resignation,"Sadbhav Infrastructure Project Limited has informed the Exchange regarding Resignation of  Ms SGDG and Associates LLP as Other of the company w.e.f. August 12, 2026.",Resignation,0.0,0,False,False,0,none
11-Aug-2026 23:52:11,ONMOBILE,Press Release,"This is to inform that OnMobile Global Limited is issuing a press release titled ""OnMobile Reports First Quarter of Fiscal year 2027 Results."" The copy of the same is enclosed.",Press Release,0.0,0,False,False,0,none
11-Aug-2026 23:54:42,SADBHIN,Updates,"Sadbhav Infrastructure Project Limited has informed the Exchange regarding 'The 20th Annual General Meeting of the company wil be held on wednesday, 30th September, 2026'.",Updates,0.0,0,False,False,0,none
11-Aug-2026 23:55:06,JNKINDIA,Press Release,"Pursuant to Regulation 30 of SEBI (LODR) Regulations, 2015, we are enclosing herewith the Q1FY27 press release dated August 11, 2026.",Press Release,-0.7,2,True,True,12,keyword
12-Aug-2026 00:01:19,CEWATER,Investor Presentation,Concord Enviro Systems Limited has informed the Exchange about Investor Presentation,Investor Presentation,0.0,0,False,False,0,none
12-Aug-2026 00:02:33,JNKINDIA,Investor Presentation,JNK India Limited has informed the Exchange about Investor Presentation,Investor Presentation,0.0,0,False,False,0,none
12-Aug-2026 00:08:23,MAXESTATES,General Updates,"Max Estates Limited has informed the Exchange about the allotment of 51,525 equity shares pursuant to the exercise of stock options.",General Updates,0.0,0,False,False,0,none
12-Aug-2026 00:11:14,ECOSMOBLTY,Investor Presentation,Ecos (India) Mobility & Hospitality Limited has informed the Exchange about Investor Presentation,Investor Presentation,0.0,0,False,False,0,none
12-Aug-2026 00:21:17,ECOSMOBLTY,Press Release,"Ecos (India) Mobility & Hospitality Limited has informed the Exchange regarding a press release dated August 11, 2026, titled ""Press Release on Unaudited Financial Results of ECOS (India) Mobility & Hospitality Limited for the First Quarter of Financial Year 2026-27 ended on June 30, 2026"".",Press Release,0.2,2,True,True,10,keyword
12-Aug-2026 00:29:04,SENCO,Investor Presentation,Senco Gold Limited has informed the Exchange about Investor Presentation,Investor Presentation,0.0,0,False,False,0,none
12-Aug-2026 00:45:15,SENCO,Press Release,"Senco Gold Limited has informed the Exchange regarding a press release dated August 12, 2026, titled ""Press Release Q1FY27."".",Press Release,0.0,0,False,False,0,none
12-Aug-2026 08:24:02,EPACK,Investor Presentation,EPACK Durable Limited has informed the Exchange about Investor Presentation,Investor Presentation,0.0,0,False,False,0,none
