date,symbol,subject,details,category,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,classify_source
26-Aug-2026 22:28:19,LUMAXTECH,Shareholders meeting,"Lumax Auto Technologies Limited has  informed the Exchange regarding Proceedings of Annual General Meeting held on August 26, 2026",Shareholders meeting,0.0,0,False,False,0,none
26-Aug-2026 22:33:19,JNPR,Bagging/Receiving of orders/contracts,Juniper Green Energy Limited has informed the Exchange about Execution of Power Purchase Agreement with SJVN Limited,Bagging/Receiving of orders/contracts,0.0,0,False,False,0,none
26-Aug-2026 22:36:14,ORIENTCEM,Shareholders meeting,"Orient Cement Limited has informed the Exchange regarding Notice of Court Convened General Meeting to be held on September 28, 2026",Shareholders meeting,0.0,0,False,False,0,none
26-Aug-2026 22:38:11,SBILIFE,Analysts/Institutional Investor Meet/Con. Call Updates,SBI Life Insurance Company Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
26-Aug-2026 22:39:28,POWERMECH,Copy of Newspaper Publication,Power Mech Projects Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,0.0,0,False,False,0,none
26-Aug-2026 22:55:27,RADIANTCMS,Copy of Newspaper Publication,Radiant Cash Management Services Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,0.0,0,False,False,0,none
26-Aug-2026 22:59:04,BRNL,Copy of Newspaper Publication,Bharat Road Network Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,0.0,0,False,False,0,none
26-Aug-2026 22:59:21,WINSOME,General Updates,Winsome Yarns Limited has informed the Exchange about General Updates_Intimation of Board Meeting,General Updates,0.0,1,False,True,3,keyword
26-Aug-2026 23:05:56,CHOLAFIN,Updates,Cholamandalam Investment and Finance Company Limited has informed the Exchange regarding the 'NOC received under Reg.31A(8) of SEBI Listing Regulations from stock exchanges.,Updates,-0.7,2,True,True,12,keyword
26-Aug-2026 23:09:15,OSWALGREEN,Updates,Oswal Greentech Limited has informed the Exchange regarding 'Receipt of ISO Certification'.,Updates,0.0,0,False,False,0,none
26-Aug-2026 23:10:26,LUMAXTECH,Shareholders meeting,"Submission of Voting Results a per Regulation 44(3) of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 along with the Scrutinizer's Report on 45th Annual General Meeting of the Company",Shareholders meeting,0.0,0,False,False,0,none
26-Aug-2026 23:22:36,HUBTOWN,Shareholders meeting,"Hubtown Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 18, 2026",Shareholders meeting,0.0,0,False,False,0,none
26-Aug-2026 23:30:10,ABFRL,Shareholders meeting,"Aditya Birla Fashion and Retail Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on August 25, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting,0.0,0,False,False,0,none
26-Aug-2026 23:36:04,OSWALAGRO,Updates,Oswal Agro Mills Limited has informed the Exchange regarding 'Receipt of ISO Certification'.,Updates,0.0,0,False,False,0,none
26-Aug-2026 23:37:25,KHADIM,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,Khadim India Limited has informed the Exchange about Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,0.0,0,False,False,0,none
26-Aug-2026 23:51:55,EPACK,Shareholders meeting,"EPACK Durable Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 18, 2026",Shareholders meeting,0.0,0,False,False,0,none
27-Aug-2026 00:18:51,EPACK,General Updates,EPACK Durable Limited has informed the Exchange about Business Responsibility and Sustainability Report of FY 2025-26.,General Updates,0.0,0,False,False,0,none
27-Aug-2026 00:56:11,3IINFOLTD,General Updates,3i Infotech Limited has informed the Exchange about General Updates,General Updates,0.0,0,False,False,0,none
27-Aug-2026 01:09:16,JNPR,Press Release,"Juniper Green Energy Limited has informed the Exchange regarding a press release on the Financial Results for the quarter ended June 30, 2026.",Press Release,0.2,2,True,True,10,keyword
27-Aug-2026 01:12:09,JNPR,Investor Presentation,Juniper Green Energy Limited has informed the Exchange about Investor Presentation,Investor Presentation,0.0,0,False,False,0,none
