date,symbol,subject,details,category,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,classify_source
20-Aug-2026 17:57:07,SIGACHI,Analysts/Institutional Investor Meet/Con. Call Updates,Sigachi Industries Limited has informed the Exchange about Transcript,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
20-Aug-2026 17:57:14,TVSSRICHAK,Press Release,"TVS Srichakra Limited has informed the Exchange regarding a press release dated August 20, 2026, titled ""the showcasing of PROTORQ RACING - the new slick racing tyre range, at PETRONAS TVS India One Make Championship 2026"".",Press Release,0.0,0,False,False,0,none
20-Aug-2026 17:57:39,BLS,Acquisition,BLS International Services Limited has informed the Exchange about Acquisition of additional equity stake in BLS E-Services Limited,Acquisition,0.6,3,True,False,15,keyword
20-Aug-2026 17:58:29,NETWORK18,Spurt in Volume,"Significant increase in volume has been observed in Network18 Media & Investments Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the compan",Spurt in Volume,0.0,0,False,False,0,none
20-Aug-2026 17:58:31,CHAMBLFERT,Commencement of commercial production/operations,Chambal Fertilizers & Chemicals Limited has informed the Exchange about Commencement of commercial production/operations,Commencement of commercial production/operations,0.0,0,False,False,0,none
20-Aug-2026 17:58:40,MMTC,Spurt in Volume,"Significant increase in volume has been observed in MMTC Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response from the ",Spurt in Volume,0.0,0,False,False,0,none
20-Aug-2026 17:58:48,HUBTOWN,Spurt in Volume,"Significant increase in volume has been observed in Hubtown Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response from t",Spurt in Volume,0.0,0,False,False,0,none
20-Aug-2026 17:58:57,MANGLMCEM,Spurt in Volume,"Significant increase in volume has been observed in Mangalam Cement Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The respons",Spurt in Volume,0.0,0,False,False,0,none
20-Aug-2026 17:59:38,KAMDHENU,Record Date,Kamdhenu Limited has informed the Exchange that Record date for the purpose of Dividend  is 18-Sep-2026.,Record Date,0.5,2,True,False,12,keyword
20-Aug-2026 17:59:42,ICIL,Analysts/Institutional Investor Meet/Con. Call Updates,Indo Count Industries Limited has informed the Exchange about Transcript,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
20-Aug-2026 17:59:51,RMC,Rescission/termination(s),Rmc Switchgears Limited has informed the Exchange about Rescission/termination(s) of  Release / Unpledge of Shares of Intelligent Hydel Solutions Private Limited (IHSPL),Rescission/termination(s),0.0,0,False,False,0,none
20-Aug-2026 18:01:05,AHLUCONT,Analysts/Institutional Investor Meet/Con. Call Updates,Ahluwalia Contracts (India) Limited has informed the Exchange about Transcript,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
20-Aug-2026 18:01:06,ALKEM,Analysts/Institutional Investor Meet/Con. Call Updates,Alkem Laboratories Limited has informed the Exchange about Q1 FY2027 - Earnings Conference Call Transcript,Analysts/Institutional Investor Meet/Con. Call Updates,0.2,2,True,True,10,keyword
20-Aug-2026 18:03:34,INDSWFTLAB,Analysts/Institutional Investor Meet/Con. Call Updates,"Ind-Swift Laboratories Limited has informed the Exchange about Transcript of Earning Call held on August 17, 2026",Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
20-Aug-2026 18:03:58,PNBHOUSING,Credit Rating,PNB Housing Finance Limited has informed the Exchange about Credit Rating,Credit Rating,0.0,0,False,False,0,none
20-Aug-2026 18:04:12,KPIGREEN,Analysts/Institutional Investor Meet/Con. Call Updates,KPI Green Energy Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
20-Aug-2026 18:06:11,NDGL,Shareholders meeting,"Naga Dhunseri Group Limited has informed the Exchange regarding Proceedings of 108th Annual General Meeting held on August 20, 2026",Shareholders meeting,0.0,0,False,False,0,none
20-Aug-2026 18:06:30,KAYNES,Shareholders meeting,"Kaynes Technology India Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 17, 2026",Shareholders meeting,0.0,0,False,False,0,none
20-Aug-2026 18:07:13,GANDHAR,Copy of Newspaper Publication,"Gandhar Oil Refinery (India) Limited has informed the Exchange about Copy of Newspaper Publication - Disclosure under Regulation 30 and Regulation 47 ofSEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( SEBI ListingRegulations ):",Copy of Newspaper Publication,-0.7,2,True,True,12,keyword
20-Aug-2026 18:07:52,SIRCA,Clarification - Financial Results,"The Exchange has sought clarification from Sirca Paints India Limited for the quarter ended 30-Jun-2026 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  The response of ",Clarification - Financial Results,0.2,2,True,True,10,keyword
