date,symbol,subject,details,category,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,classify_source
23-Sep-2026 17:57:36,CEIGALL,Analysts/Institutional Investor Meet/Con. Call Updates,Ceigall India Limited has informed the Exchange about Schedule of meet on 29th September 2026.,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
23-Sep-2026 17:57:45,JAGSNPHARM,General Updates,Jagsonpal Pharmaceuticals Limited has informed the Exchange about the Acquisition of Wellness Portfolio of Group Pharmaceuticals Limited.,General Updates,0.6,3,True,False,15,keyword
23-Sep-2026 17:58:39,INDGN,Press Release,"Indegene Limited has informed the Exchange regarding a press release dated September 23, 2026, titled ""From Promise to Performance: Life Sciences Leaders Focus on Operationalizing AI to Deliver Enterprise Outcomes at Indegene Digital Summit 2026"".",Press Release,0.0,0,False,False,0,none
23-Sep-2026 17:58:40,ELDEHSG,Shareholders meeting,"Eldeco Housing And Industries Limited has informed the Exchange regarding Proceedings of 41st Annual General Meeting of the Members of the Company held on Wednesday, September 23, 2026",Shareholders meeting,0.0,0,False,False,0,none
23-Sep-2026 17:59:31,MANBA,Copy of Newspaper Publication,Manba Finance Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,0.0,0,False,False,0,none
23-Sep-2026 17:59:53,AKI,Shareholders meeting,"Aki India Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 23, 2026",Shareholders meeting,0.0,0,False,False,0,none
23-Sep-2026 18:00:13,RECLTD,General Updates,Intimation of sale and transfer of project specific SPVs/Subsidiaries.,General Updates,0.0,0,False,False,0,none
23-Sep-2026 18:00:21,AGL,Shareholders meeting,"Allcargo Global Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 22, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting,0.0,0,False,False,0,none
23-Sep-2026 18:00:34,SCODATUBES,Spurt in Volume,"Significant increase in volume has been observed in Scoda Tubes Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response fr",Spurt in Volume,0.0,0,False,False,0,none
23-Sep-2026 18:00:42,RPGLIFE,Spurt in Volume,"Significant increase in volume has been observed in RPG Life Sciences Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The respo",Spurt in Volume,0.0,0,False,False,0,none
23-Sep-2026 18:00:51,HNDFDS,Change in Management,"Hindustan Foods Limited has informed the Exchange about Change in designation of Mr. Shashi Kalathil from Independent Director to Non-Executive, Non-Independent Director",Change in Management,0.0,0,False,False,0,none
23-Sep-2026 18:00:52,PREMIERPOL,Spurt in Volume,"Significant increase in volume has been observed in Premier Polyfilm Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The respon",Spurt in Volume,0.0,0,False,False,0,none
23-Sep-2026 18:02:51,GARUDA,Trading Window,"Garuda Construction and Engineering Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window,-0.7,2,True,True,12,keyword
23-Sep-2026 18:03:04,JAGSNPHARM,Press Release,"Jagsonpal Pharmaceuticals Limited has informed the Exchange regarding a press release dated September 23, 2026, titled ""Press Release on Acquisition of the wellness portfolio  of group Pharmaceuticals Limited."".",Press Release,0.6,3,True,False,15,keyword
23-Sep-2026 18:05:34,SOLARINDS,Credit Rating,Solar Industries India Limited has informed the Exchange about Credit Rating,Credit Rating,0.0,0,False,False,0,none
23-Sep-2026 18:05:43,TEAMGTY,Cessation,"Team India Guaranty Limited has informed the Exchange regarding Cessation of  Mrs. Sreedevi Pillai as Non- Executive Independent Director of the company w.e.f. September 23, 2026.",Cessation,0.0,0,False,False,0,none
23-Sep-2026 18:05:44,GPIL,Analysts/Institutional Investor Meet/Con. Call Updates,Godawari Power And Ispat limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
23-Sep-2026 18:06:14,UTLSOLAR,Analysts/Institutional Investor Meet/Con. Call Updates,Fujiyama Power Systems Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
23-Sep-2026 18:07:30,LAXMICOT,Trading Window,"Laxmi Cotspin Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window,-0.7,2,True,True,12,keyword
23-Sep-2026 18:08:19,JAYKAY,Allotment of Securities,"Jaykay Enterprises Limited has informed the Exchange regarding allotment of 2,05,71,642 Partly Paid Equity Shares pursuant to Rights Issue at its meeting held on September 23, 2026",Allotment of Securities,0.0,0,False,False,0,none
