date,symbol,subject,details,category,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,classify_source
21-Sep-2026 17:56:21,BLACKBUCK,Shareholders meeting,"BLACKBUCK LIMITED has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 18, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting,0.0,0,False,False,0,none
21-Sep-2026 17:56:50,AWFIS,Shareholders meeting,"Awfis Space Solutions Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 21, 2026",Shareholders meeting,0.0,0,False,False,0,none
21-Sep-2026 17:56:57,PNBHOUSING,Updates,PNB Housing Finance Limited has informed the Exchange regarding 'Change in role   Senior Management Personnel'.,Updates,0.0,0,False,False,0,none
21-Sep-2026 17:58:17,HDFCAMC,Allotment of Securities,"HDFC Asset Management Company Limited has informed the Exchange regarding allotment of 262864 securities pursuant to ESOP/ESPS at its meeting held on September 21, 2026",Allotment of Securities,0.0,0,False,False,0,none
21-Sep-2026 17:59:36,NOCIL,Analysts/Institutional Investor Meet/Con. Call Updates,NOCIL Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
21-Sep-2026 18:00:14,MILKYMIST,Analysts/Institutional Investor Meet/Con. Call Updates,Milky Mist Dairy Food Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
21-Sep-2026 18:01:40,PATANJALI,General Updates,Patanjali Foods Limited has informed the Exchange about General Updates,General Updates,0.0,0,False,False,0,none
21-Sep-2026 18:02:11,MILKYMIST,Analysts/Institutional Investor Meet/Con. Call Updates,Milky Mist Dairy Food Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
21-Sep-2026 18:02:41,GABRIEL,Analysts/Institutional Investor Meet/Con. Call Updates,"Gabriel India Limited has informed the Exchange about Non Deal Road show to be held on September 24, 2026",Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
21-Sep-2026 18:02:50,MOLDTKPAC,Shareholders meeting,"Mold-Tek Packaging Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 21, 2026",Shareholders meeting,0.0,0,False,False,0,none
21-Sep-2026 18:03:27,SYMPHONY,Trading Window,"Symphony Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window,-0.7,2,True,True,12,keyword
21-Sep-2026 18:04:33,BLACKBUCK,Amendment to AOA/MOA,BLACKBUCK LIMITED has informed the Exchange regarding the Amendment to AOA/MOA of the company.,Amendment to AOA/MOA,0.0,0,False,False,0,none
21-Sep-2026 18:04:46,TEMBO,Updates,Tembo Global Industries Limited has informed the Exchange regarding 'Intimation of Schedule of Analyst / Institutional Investor meeting'.,Updates,0.0,0,False,False,0,none
21-Sep-2026 18:04:48,ATHERENERG,General Updates,Ather Energy Limited has informed the Exchange about incorporation of a Wholly Owned Subsidiary (WOS) in Hong Kong,General Updates,0.0,0,False,False,0,none
21-Sep-2026 18:05:16,SIMBHALS,Extension of Annual General Meeting,"Simbhaoli Sugars Limited has informed the Exchange that an Application for extension of period for 3 months for holding Annual General Meeting for FY 2025-2026 has filed with Registrar of Companies, Noida through GNL-2 Vide SRN AC5803702 is approved.",Extension of Annual General Meeting,0.0,0,False,False,0,none
21-Sep-2026 18:05:29,KISSHT,Shareholders meeting,"OnEMI Technology Solutions Limited has informed the Exchange regarding Notice of Extraordinary General Meeting to be held on October 14, 2026.",Shareholders meeting,0.0,0,False,False,0,none
21-Sep-2026 18:06:12,AMBUJACEM,Analysts/Institutional Investor Meet/Con. Call Updates,"Ambuja Cements Limited has informed the Exchange about interaction with Investors / Analysts on September 25, 2026",Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
21-Sep-2026 18:06:30,PRAXIS,Trading Window,"Praxis Home Retail Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window,-0.7,2,True,True,12,keyword
21-Sep-2026 18:06:45,MANORAMA,Shareholders meeting,"Manorama Industries Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 21, 2026",Shareholders meeting,0.0,0,False,False,0,none
21-Sep-2026 18:08:45,JHS,Trading Window,"JHS Svendgaard Laboratories Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window,-0.7,2,True,True,12,keyword
