date,symbol,subject,details,category,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,classify_source
09-Sep-2026 21:02:47,COFORGE,Resignation of Director/KMP/SMP,Coforge Limited has informed the Exchange about Resignation of Director/KMP/SMP,Resignation of Director/KMP/SMP,0.0,0,False,False,0,none
09-Sep-2026 21:04:17,COFORGE,Resignation of Director/KMP/SMP,Coforge Limited has informed the Exchange about Resignation of Director/KMP/SMP,Resignation of Director/KMP/SMP,0.0,0,False,False,0,none
09-Sep-2026 21:06:24,GABRIEL,Analysts/Institutional Investor Meet/Con. Call Updates,Gabriel India Limited has informed the Exchange about Schedule of Analyst / Investor Meet,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
09-Sep-2026 21:14:58,TRITURBINE,Shareholders meeting,"Triveni Turbine Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 09, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting,0.0,0,False,False,0,none
09-Sep-2026 21:26:04,ALANKIT,General Updates,Alankit Limited has informed the Exchange about General Updates,General Updates,0.0,0,False,False,0,none
09-Sep-2026 21:33:17,DAVANGERE,Copy of Newspaper Publication,"Intimation regarding Publication of Corrigendum to the Notice of Annual General Meeting dated August 14, 2026.",Copy of Newspaper Publication,0.0,0,False,False,0,none
09-Sep-2026 21:44:54,POLICYBZR,ESOP/ESOS/ESPS,PB Fintech Limited has informed the Exchange regarding Allotment of 57885   Equity Shares of face value of Rs. 2/- each to eligible employees upon exercise of vested options under PB Fintech Employees Stock Option Plan 2021.,ESOP/ESOS/ESPS,0.0,0,False,False,0,none
09-Sep-2026 21:47:16,ESDS,Price movement,"Significant movement in price has been observed in ESDS Software Solution Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. ESDS ",Price movement,0.0,0,False,False,0,none
09-Sep-2026 21:51:09,ASIANPAINT,Shareholders meeting,"Please find enclosed the following: 1. Voting result pursuant to Regulation 44(3) of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 and Section 108 of the Companies Act, 2013 read with the Companies (Management and Administration) Rules, 2014; and 2. Scrutinizer s Repor",Shareholders meeting,-0.7,2,True,True,12,keyword
09-Sep-2026 21:53:23,GNFC,Change in Director(s),Gujarat Narmada Valley Fertilizers and Chemicals Limited has informed the Exchange regarding Change in Director(s) of the company.,Change in Director(s),0.0,0,False,False,0,none
09-Sep-2026 22:00:20,GNFC,Resignation,"Gujarat Narmada Valley Fertilizers and Chemicals Limited has informed the Exchange regarding Resignation of Mr RAJKUMAR BENIWAL as Managing Director of the company w.e.f. September 09, 2026.",Resignation,0.0,0,False,False,0,none
09-Sep-2026 22:02:54,GNFC,Appointment,"Gujarat Narmada Valley Fertilizers and Chemicals Limited has informed the Exchange regarding Appointment of Mr SANJEEV KUMAR as Managing Director of the company w.e.f. September 09, 2026.",Appointment,0.0,0,False,False,0,none
09-Sep-2026 22:06:48,RAILTEL,Change in Auditors,Railtel Corporation Of India Limited has informed the Exchange regarding Change in Auditors of the company.,Change in Auditors,0.0,0,False,False,0,none
09-Sep-2026 22:08:13,GMRAIRPORT,Allotment of Securities,GMR AIRPORTS LIMITED has informed the Exchange regarding Allotment of Non-Convertible Bonds,Allotment of Securities,0.0,0,False,False,0,none
09-Sep-2026 22:14:33,INDIAMART,Analysts/Institutional Investor Meet/Con. Call Updates,Indiamart Intermesh Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
09-Sep-2026 22:16:30,GMRAIRPORT,Analysts/Institutional Investor Meet/Con. Call Updates,GMR AIRPORTS LIMITED has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
09-Sep-2026 22:20:40,ASIANPAINT,Change in Director(s),Asian Paints Limited has informed the Exchange regarding Change in Director(s) of the company.,Change in Director(s),0.0,0,False,False,0,none
09-Sep-2026 22:21:23,YESBANK,ESOP/ESOS/ESPS,Yes Bank Limited has informed the Exchange regarding Intimation of allotment of equity shares pursuant to exercise of stock options under YBL ESOS 2020 Scheme and YBL RSU Plan 2024,ESOP/ESOS/ESPS,0.0,0,False,False,0,none
09-Sep-2026 22:25:41,ASIANPAINT,Appointment,"Asian Paints Limited has informed the Exchange regarding  shareholders' approval for appointment of Ms Shubhlakshmi Dani as Non- Executive Director of the company w.e.f. July 29, 2026.",Appointment,0.0,0,False,False,0,none
09-Sep-2026 22:27:06,BANKBARODA,Change in Management,Bank Of Baroda has informed the Exchange about change in Management,Change in Management,0.0,0,False,False,0,none
