date,symbol,subject,details,category,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,classify_source
12-Sep-2026 19:53:38,JAYAGROGN,Shareholders meeting,"Jayant Agro Organics Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 12, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting,0.0,0,False,False,0,none
12-Sep-2026 19:58:40,JAYAGROGN,Shareholders meeting,"Jayant Agro Organics Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 12, 2026",Shareholders meeting,0.0,0,False,False,0,none
12-Sep-2026 20:02:21,VENUSPIPES,Change in Management,Venus Pipes & Tubes Limited has informed the Exchange about Re-appointment of Directors,Change in Management,0.0,0,False,False,0,none
12-Sep-2026 20:08:15,MARUTI,General Updates,Maruti Suzuki India Limited has informed the Exchange about ESG rating by Crisil ESG Ratings & Analytics Limited,General Updates,0.0,0,False,False,0,none
12-Sep-2026 20:09:14,SMCGLOBAL,Action(s) initiated or orders passed,Smc Global Securities Limited has informed the Exchange about Action(s) initiated or orders passed,Action(s) initiated or orders passed,0.0,0,False,False,0,none
12-Sep-2026 20:22:08,SYNGENE,Analysts/Institutional Investor Meet/Con. Call Updates,Syngene International Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates,0.0,0,False,False,0,none
12-Sep-2026 20:23:04,VIPCLOTHNG,Allotment of Securities,"VIP Clothing Limited has informed the Exchange regarding allotment of 84,75,000 securities pursuant to Preferential Issue at its Preferential Issue Committee meeting held on September 12, 2026",Allotment of Securities,0.1,2,True,True,10,keyword
12-Sep-2026 20:35:39,SKFINDUS,Copy of Newspaper Publication,"In compliance with Regulation 47 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 (the  SEBI LODR ), please find enclosed copies of the advertisements published in today s newspapers viz in Financial Express (All India Edition   Englis",Copy of Newspaper Publication,-0.7,2,True,True,12,keyword
12-Sep-2026 21:12:46,IRMENERGY,Shareholders meeting,"IRM Energy Limited has informed the Exchange regarding Proceedings of Court Convened General Meeting held on September 12, 2026. Further, the company has submitted the Exchange a copy of Srutinizers report along with voting results.",Shareholders meeting,0.0,0,False,False,0,none
12-Sep-2026 21:41:49,RAYMOND,Copy of Newspaper Publication,Raymond Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,0.0,0,False,False,0,none
12-Sep-2026 21:55:25,ARE&M,Copy of Newspaper Publication,Amara Raja Energy & Mobility Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,0.0,0,False,False,0,none
12-Sep-2026 21:59:47,VIKRAN,Shareholders meeting,"Vikran Engineering Limited has submitted the Exchange a copy of Voting Results and Scrutinizer''s Report of the 18th Annual General Meeting of Vikran Engineering Limited held on 11th September, 2026 at 11:30 A.M.",Shareholders meeting,0.0,0,False,False,0,none
12-Sep-2026 22:19:47,CROMPTON,Press Release,"Crompton Greaves Consumer Electricals Limited has informed the Exchange regarding a press release dated September 12, 2026, titled ""Crompton Brings Style and Durability Outdoors with its New WallSmile Outdoor Deco Wall Light Range"".",Press Release,0.0,0,False,False,0,none
12-Sep-2026 22:26:11,3MINDIA,General Updates,3M India Limited has informed the Exchange about General Updates,General Updates,0.0,0,False,False,0,none
12-Sep-2026 22:39:52,BOSCHLTD,Copy of Newspaper Publication,Bosch Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,0.0,0,False,False,0,none
12-Sep-2026 23:01:46,DCMSIL,Updates,DCM Shriram International Limited has informed the Exchange regarding 'Board Comments On Fine Levied By The Exchanges.,Updates,0.0,0,False,False,0,none
12-Sep-2026 23:12:33,DNAMEDIA,Copy of Newspaper Publication,Diligent Media Corporation Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,0.0,0,False,False,0,none
12-Sep-2026 23:29:59,ACMESOLAR,Commencement of commercial production/operations,Acme Solar Holdings Limited has informed the Exchange about Commissioning of solar power project in Rajasthan,Commencement of commercial production/operations,0.0,0,False,False,0,none
12-Sep-2026 23:37:25,KOTYARK,General Updates,"Kotyark Industries Limited has informed the Exchange about disclosure of imposition of fines by the Stock Exchanges pursuant to Regulation 30 of the SEBI (Listing Obligationsand Disclosure Requirements) Regulations, 2015",General Updates,-0.7,2,True,True,12,keyword
13-Sep-2026 01:11:09,FEDERALBNK,General Updates,The Federal Bank  Limited has informed the Exchange about Allotment of Equity Shares on exercise of Stock options pursuant to Employee Stock Option Scheme,General Updates,0.0,0,False,False,0,none
