date,symbol,subject,details,category,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,classify_source
01-Aug-2026 22:41:14,LUMAXTECH,Shareholders meeting,"Lumax Auto Technologies Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on August 26, 2026",Shareholders meeting,0.0,0,False,False,0,none
01-Aug-2026 22:49:30,DIAMONDYD,Outcome of Board Meeting,"Prataap Snacks Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",Outcome of Board Meeting,0.2,2,True,True,10,keyword
01-Aug-2026 22:51:09,JUBLPHARMA,General Updates,"Jubilant Pharmova Limited has informed the Exchange about General Updates-Intimation regarding letter(s) dispatched to the shareholders whose email IDs are not registered, for AGM Notice, TDS Communication and Annual Report of the Company for FY 2025-26",General Updates,0.0,1,False,True,3,keyword
01-Aug-2026 22:52:19,STLTECH,Bagging/Receiving of orders/contracts,Sterlite Technologies Limited has informed the Exchange about Bagging/Receiving of orders/contracts,Bagging/Receiving of orders/contracts,0.0,0,False,False,0,none
01-Aug-2026 22:59:47,JUBLPHARMA,General Updates,"Jubilant Pharmova Limited has informed the Exchange about General Updates - Intimation to shareholders about deduction of tax at source (TDS) on Final Dividend for FY 2025-26, if approved by the members at the ensuing AGM",General Updates,0.5,2,True,False,12,keyword
01-Aug-2026 23:05:54,LUMAXTECH,General Updates,Lumax Auto Technologies Limited has informed the Exchange about Dispatch of letter to shareholders whose e-mail addresses are not registered with Company/Registrar & Transfer Agent/Depositories providing the weblink of website and the QR code from where the Notice of the 45th AGM and the Integrated ,General Updates,0.0,1,False,True,3,keyword
01-Aug-2026 23:06:31,GHCLTEXTIL,Updates,Ghcl Textiles Limited has informed the Exchange regarding 'Intimation of Fire incident at warehouse'.,Updates,0.0,0,False,False,0,none
01-Aug-2026 23:07:44,LUMAXIND,General Updates,Lumax Industries Limited has informed the Exchange about Dispatch of letter to shareholders whose e-mail addresses are not registered with Company/Registrar & Transfer Agent/Depositories.,General Updates,0.0,0,False,False,0,none
01-Aug-2026 23:08:49,RELIANCE,Other Restructuring,"Radisys Cayman Limited, a step-down subsidiary of the Company, incorporated under the laws of Cayman Islands, has been merged with its holding company Radisys International LLC (incorporated in the State of Delaware), w.e.f. July 31, 2026.",Other Restructuring,0.0,0,False,False,0,none
01-Aug-2026 23:12:20,DIAMONDYD,General Updates,Prataap Snacks Limited has informed the Exchange about General Updates- Acquisition,General Updates,0.6,3,True,False,15,keyword
01-Aug-2026 23:29:32,ZYDUSWELL,Copy of Newspaper Publication,Zydus Wellness Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,0.0,0,False,False,0,none
01-Aug-2026 23:30:09,NEUEON,Updates,"Neueon Corporation Limited has informed the Exchange regarding 'Financial result copy for the quarter ended June 30th, 2026 as per announcement of outcome of the Board Meeting held on Friday, July 31st, 2026'.",Updates,0.2,2,True,True,10,keyword
01-Aug-2026 23:40:11,GOKEX,Shareholders meeting,"Gokaldas Exports Limited has submitted the Exchange a copy Srutinizers report of  Court Convened General Meeting held on July 31, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting,0.0,0,False,False,0,none
01-Aug-2026 23:43:06,DIAMONDYD,General Updates,Prataap Snacks Limited has informed the Exchange about General Updates- Re-appointment of Statutory Auditors,General Updates,0.0,0,False,False,0,none
02-Aug-2026 00:10:57,DIAMONDYD,ESOP/ESOS/ESPS,Prataap Snacks Limited has informed the Exchange regarding Allotment of 19428  Shares.,ESOP/ESOS/ESPS,0.0,0,False,False,0,none
02-Aug-2026 00:15:31,MANYAVAR,Analysts/Institutional Investor Meet/Con. Call Updates,"Vedant Fashions Limited has informed the Exchange about the Transcript of the Earnings Conference Call organised and held on July 27, 2026.",Analysts/Institutional Investor Meet/Con. Call Updates,0.2,2,True,True,10,keyword
02-Aug-2026 00:17:34,DIAMONDYD,Updates,Prataap Snacks Limited has informed the Exchange regarding 'CONSIDER AND APPROVE THE REQUESTS RECEIVED FOR RECLASSIFICATION FROM THE  PROMOTER TO THE  PUBLIC  CATEGORY UNDER REGULATION 31A OF THE SEBI (LODR) REGULATION 2015'.,Updates,-0.7,2,True,True,12,keyword
02-Aug-2026 00:25:34,TVVISION,Corporate Insolvency Resolution Process,TV Vision Limited has informed the Exchange about Corporate Insolvency Resolution Process,Corporate Insolvency Resolution Process,-0.7,2,True,True,12,keyword
02-Aug-2026 00:26:12,DIAMONDYD,Press Release,"Prataap Snacks Limited has informed the Exchange regarding a press release dated August 01, 2026, titled ""Press Release on Unaudited Financial Results for the quarter ended June 30, 2026"".",Press Release,0.2,2,True,True,10,keyword
02-Aug-2026 00:35:53,GUJTHEM,Copy of Newspaper Publication,Gujarat Themis Biosyn Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,0.0,0,False,False,0,none
