date,symbol,subject,details,category,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,classify_source
12-Sep-2026 16:43:23,SPORTKING,Shareholders meeting,"Sportking India Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 12, 2026",Shareholders meeting,0.0,0,False,False,0,none
12-Sep-2026 16:44:48,SPORTKING,Shareholders meeting,"Sportking India Limited has informed the Exchange regarding voting results of  Annual General Meeting held on September 12, 2026",Shareholders meeting,0.0,0,False,False,0,none
12-Sep-2026 16:44:54,FOCUS,Bagging/Receiving of orders/contracts,Focus Lighting and Fixtures Limited has informed the Exchange about receiving of order.,Bagging/Receiving of orders/contracts,0.0,0,False,False,0,none
12-Sep-2026 16:46:51,GRASIM,Action(s) initiated or orders passed,"Disclosure under Regulation 30 of the SEBI (LODR) Regulations, 2015",Action(s) initiated or orders passed,-0.7,2,True,True,12,keyword
12-Sep-2026 16:48:57,FOCUS,Press Release (Revised),"Focus Lighting and Fixtures Limited has informed the Exchange regarding a revised press release dated September 12, 2026, titled ""Focus Lighting Strengthens Commercial Portfolio from Ingka Centres India Private Limited"".",Press Release (Revised),0.0,0,False,False,0,none
12-Sep-2026 16:51:50,LALITHAA,Copy of Newspaper Publication,Lalithaa Jewellery Mart Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication,0.0,0,False,False,0,none
12-Sep-2026 16:54:01,SPORTKING,Change in Director(s),Sportking India Limited has informed the Exchange regarding Change in Director(s) of the company.,Change in Director(s),0.0,0,False,False,0,none
12-Sep-2026 16:55:41,LUMINO,Credit Rating- Revision,Lumino Industries Limited has informed the Exchange about Credit Rating- Revision,Credit Rating- Revision,0.0,0,False,False,0,none
12-Sep-2026 17:01:04,NTPC,General Updates,"NTPC Limited has informed the Exchange about declaration of COD of second part capacity of 6.3 MW of Vanki Wind EnergyProject located in Nakhatrana, Kutch, Gujarat of NTPC Renewable Energy Limited, a stepdown subsidiary of NTPC Limited through NGEL",General Updates,0.0,0,False,False,0,none
12-Sep-2026 17:12:17,JAYNECOIND,Shareholders meeting,"Jayaswal Neco Industries Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 12, 2026",Shareholders meeting,0.0,0,False,False,0,none
12-Sep-2026 17:15:52,MMP,Shareholders meeting,"MMP Industries Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 12, 2026",Shareholders meeting,0.0,0,False,False,0,none
12-Sep-2026 17:18:38,MMP,Shareholders meeting,"MMP Industries Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 12, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting,0.0,0,False,False,0,none
12-Sep-2026 17:19:23,HEROMOTOCO,Copy of Newspaper Publication,Please find enclosed herewith copies of the newspaper advertisement(s) published regarding the issue of duplicate share certificate in lieu of original share certificate that are reported to be lost and not traceable.,Copy of Newspaper Publication,0.0,0,False,False,0,none
12-Sep-2026 17:25:04,OMINFRAL,Shareholders meeting,"OM INFRA LIMITED has informed the Exchange regarding Proceedings of Annual General Meeting held on September 30, 2024",Shareholders meeting,0.0,0,False,False,0,none
12-Sep-2026 17:29:39,CLEAN,Shareholders meeting,"Pursuant to the provisions of Regulation 30 and Regulation 44(3) of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby intimate the following details with regard to the voting results for the resolutions passed by the members at the 23rd Annual General Meeting ( ",Shareholders meeting,-0.7,2,True,True,12,keyword
12-Sep-2026 17:37:08,CLEAN,Appointment,"Clean Science And Technology Limited has informed the Exchange regarding Appointment of Mr Krishnakumar Saboo as Whole-Time Director of the company w.e.f. August 01, 2026.",Appointment,0.0,0,False,False,0,none
12-Sep-2026 17:40:02,CLEAN,General Updates,"Declared final dividend of Rs. 4/- (400 %) per Equity Share of Re.1/- each fully paid up for the Financial Year ended 31st March, 2026.",General Updates,0.5,2,True,False,12,keyword
12-Sep-2026 17:51:15,TTL,Updates,"T T Limited has informed the Exchange regarding 'Disclosure Under Regulation 7(2) Of SEBI (Prohibition Of Insider Trading) Regulations, 2015'.",Updates,-0.7,2,True,True,12,keyword
12-Sep-2026 17:54:58,INDOTHAI,Committee Meeting Updates,"Indo Thai Securities Limited has informed the Exchange regarding Outcome of Committee Meeting held on September 12, 2026.",Committee Meeting Updates,0.0,0,False,False,0,none
12-Sep-2026 17:58:11,INDOTHAI,Agreements,Indo Thai Securities Limited has informed the Exchange about Agreements,Agreements,0.0,0,False,False,0,none
